Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000117461	ENSG00000117461			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000161217	ENSG00000161217			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000010704	ENSG00000010704			1	150		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000173757	ENSG00000173757			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000126561	ENSG00000126561			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000112130	ENSG00000112130			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000126870	ENSG00000126870			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000105329	ENSG00000105329			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000213123	ENSG00000213123			1	143		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000109670	ENSG00000109670			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000089159	ENSG00000089159			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000105697	ENSG00000105697			1	150		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000165806	ENSG00000165806			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000174004	ENSG00000174004			1	137		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000114503	ENSG00000114503			1	158		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000155511	ENSG00000155511			1	147		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000116459	ENSG00000116459			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000171953	ENSG00000171953			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106683	ENSG00000106683			1	172		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000127586	ENSG00000127586			1	142		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000241837	ENSG00000241837			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000161011	ENSG00000161011			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106665	ENSG00000106665			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000026103	ENSG00000026103			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000165732	ENSG00000165732			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000111640	ENSG00000111640			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000176428	ENSG00000176428			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000105953	ENSG00000105953			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000225830	ENSG00000225830			1	138		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000009954	ENSG00000009954			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000139722	ENSG00000139722			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000010671	ENSG00000010671			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000188486	ENSG00000188486			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106638	ENSG00000106638			1	152		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000159199	ENSG00000159199			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000156587	ENSG00000156587			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000189143	ENSG00000189143			1	144		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000196591	ENSG00000196591			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000074054	ENSG00000074054			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000158773	ENSG00000158773			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000136997	ENSG00000136997			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000141971	ENSG00000141971			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000102882	ENSG00000102882	1		1	137	rs9925915	1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000132646	ENSG00000132646			1	142		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000143627	ENSG00000143627			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000128272	ENSG00000128272			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106089	ENSG00000106089			1	153		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000124172	ENSG00000124172			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000132382	ENSG00000132382			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000172071	ENSG00000172071			1	135		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000155974	ENSG00000155974			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000177169	ENSG00000177169			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000135390	ENSG00000135390			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000263001	ENSG00000263001			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000049541	ENSG00000049541			1	142		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000099624	ENSG00000099624			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000123472	ENSG00000123472			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000185532	ENSG00000185532			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000165215	ENSG00000165215			1	144		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000177885	ENSG00000177885			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000213024	ENSG00000213024			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000153147	ENSG00000153147			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000119689	ENSG00000119689			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000157168	ENSG00000157168			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000139687	ENSG00000139687			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000076555	ENSG00000076555			1	152		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000168036	ENSG00000168036			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000009950	ENSG00000009950			1	152		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000155975	ENSG00000155975			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000163539	ENSG00000163539			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000137309	ENSG00000137309			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000126803	ENSG00000126803			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000074319	ENSG00000074319			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000152234	ENSG00000152234			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000129757	ENSG00000129757			1	138		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000115524	ENSG00000115524	1		1	158	rs2914983	1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000132639	ENSG00000132639			1	153		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000163347	ENSG00000163347			1	144		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000141867	ENSG00000141867			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000141367	ENSG00000141367			1	153		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000160948	ENSG00000160948			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000111445	ENSG00000111445			1	142		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000124795	ENSG00000124795			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000278540	ENSG00000278540			1	152		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000110955	ENSG00000110955			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000006704	ENSG00000006704			1	147		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000167987	ENSG00000167987			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000126581	ENSG00000126581			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000091140	ENSG00000091140			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000172757	ENSG00000172757			1	172		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000228253	ENSG00000228253			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106635	ENSG00000106635			1	152		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000184113	ENSG00000184113			1	144		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000094631	ENSG00000094631			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000198899	ENSG00000198899			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000154518	ENSG00000154518			1	140		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000197879	ENSG00000197879			1	158		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000086730	ENSG00000086730			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000220205	ENSG00000220205			1	153		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000171720	ENSG00000171720			1	137		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000137822	ENSG00000137822			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000130640	ENSG00000130640			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000273749	ENSG00000273749			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000102081	ENSG00000102081			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000275835	ENSG00000275835			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000170113	ENSG00000170113			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000126216	ENSG00000126216			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000128159	ENSG00000128159			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000140157	ENSG00000140157			1	172		1	WP4940	WP4940	15q11.2 copy number variation syndrome
ENSG00000113262	ENSG00000113262			1	136		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000198690	ENSG00000198690			1	136		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000119737	ENSG00000119737			1	137		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000166912	ENSG00000166912			1	136		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000005339	ENSG00000005339			1	137		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000144554	ENSG00000144554			1	136		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000134160	ENSG00000134160			1	136		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000271503	ENSG00000271503			1	137		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000114166	ENSG00000114166			1	137		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000010810	ENSG00000010810			1	137		1	WP4942	WP4942	15q13.3 copy number variation syndrome
ENSG00000136869	ENSG00000136869			1	221		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000147324	ENSG00000147324			1	147		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000144381	ENSG00000144381			1	153		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000168036	ENSG00000168036			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000100030	ENSG00000100030			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000147601	ENSG00000147601			1	142		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000089225	ENSG00000089225			1	144		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000173273	ENSG00000173273			1	142		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000121552	ENSG00000121552			1	153		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000139515	ENSG00000139515			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000137497	ENSG00000137497			1	142		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000168487	ENSG00000168487			1	171		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000163950	ENSG00000163950			1	158		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000181856	ENSG00000181856			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000137462	ENSG00000137462			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000136574	ENSG00000136574			1	144		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000164362	ENSG00000164362			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000103126	ENSG00000103126			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000117984	ENSG00000117984			1	153		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000104626	ENSG00000104626			1	158		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000164430	ENSG00000164430			1	158		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000132155	ENSG00000132155			1	137		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000173281	ENSG00000173281			1	147		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000102882	ENSG00000102882	1		1	137	rs9925915	1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000164733	ENSG00000164733			1	153		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000187778	ENSG00000187778			1	138		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000253958	ENSG00000253958			1	147		1	WP5346	WP5346	8p23.1 copy number variation syndrome
ENSG00000169760	ENSG00000169760			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000169992	ENSG00000169992			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000196338	ENSG00000196338			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000155511	ENSG00000155511			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000105464	ENSG00000105464			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000273079	ENSG00000273079			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000161509	ENSG00000161509			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000183454	ENSG00000183454	1		1	147	rs9926049	1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000125675	ENSG00000125675			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000198785	ENSG00000198785			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000116032	ENSG00000116032			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000120251	ENSG00000120251			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000179915	ENSG00000179915			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000132535	ENSG00000132535			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000152578	ENSG00000152578			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000176884	ENSG00000176884			1	147		1	WP5398	WP5398	NRXN1 deletion syndrome
ENSG00000102882	ENSG00000102882	1		1	137	rs9925915	1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000136068	ENSG00000136068			1	147		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000100030	ENSG00000100030			1	137		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000120899	ENSG00000120899			1	137		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000050820	ENSG00000050820			1	137		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000196924	ENSG00000196924			1	147		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000128591	ENSG00000128591			1	147		1	WP5399	WP5399	NPHP1 deletion syndrome
ENSG00000122376	ENSG00000122376			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000062650	ENSG00000062650			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000140600	ENSG00000140600			1	153		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000160188	ENSG00000160188			1	161		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000132170	ENSG00000132170			1	137		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000185737	ENSG00000185737			1	137		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000125845	ENSG00000125845			1	171		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000118007	ENSG00000118007			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000108219	ENSG00000108219			1	153		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000164754	ENSG00000164754			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000077522	ENSG00000077522			1	147		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000121892	ENSG00000121892			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000108055	ENSG00000108055			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000083642	ENSG00000083642			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000143368	ENSG00000143368			1	158		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000137845	ENSG00000137845			1	153		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000122367	ENSG00000122367			1	147		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000178568	ENSG00000178568			1	137		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000111834	ENSG00000111834			1	161		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000148672	ENSG00000148672			1	140		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000171984	ENSG00000171984			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000072501	ENSG00000072501			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000253251	ENSG00000253251			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000130363	ENSG00000130363			1	161		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000104941	ENSG00000104941			1	161		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000245848	ENSG00000245848			1	137		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000165678	ENSG00000165678			1	221		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000172426	ENSG00000172426			1	161		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000089163	ENSG00000089163			1	140		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000156970	ENSG00000156970			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000107779	ENSG00000107779			1	171		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000116670	ENSG00000116670			1	142		1	WP5402	WP5402	10q22q23 copy number variation
ENSG00000131323	ENSG00000131323			1	158		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000127191	ENSG00000127191			1	158		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000182957	ENSG00000182957			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000198947	ENSG00000198947			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000105695	ENSG00000105695			1	143		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000123096	ENSG00000123096			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000102683	ENSG00000102683			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000134769	ENSG00000134769			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000172164	ENSG00000172164			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000067560	ENSG00000067560			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000101400	ENSG00000101400			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000181092	ENSG00000181092			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000107643	ENSG00000107643			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000115310	ENSG00000115310			1	143		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000056558	ENSG00000056558			1	158		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000070831	ENSG00000070831			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000127863	ENSG00000127863			1	143		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000169783	ENSG00000169783			1	143		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000136238	ENSG00000136238			1	172		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000082512	ENSG00000082512			1	158		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000108823	ENSG00000108823			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000173402	ENSG00000173402			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000040608	ENSG00000040608			1	143		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000050748	ENSG00000050748			1	137		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000163069	ENSG00000163069			1	160		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000128591	ENSG00000128591			1	147		1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000170624	ENSG00000170624	1		1	160	rs12652777	1	WP5406	WP5406	13q12.12 copy number variation
ENSG00000197822	ENSG00000197822			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000169189	ENSG00000169189			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000198690	ENSG00000198690			1	136		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000144554	ENSG00000144554			1	136		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000134160	ENSG00000134160			1	136		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000142192	ENSG00000142192			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000114166	ENSG00000114166			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000133302	ENSG00000133302			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000183153	ENSG00000183153			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000271503	ENSG00000271503			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000116478	ENSG00000116478			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000118900	ENSG00000118900			1	138		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000119139	ENSG00000119139			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000163029	ENSG00000163029			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000125967	ENSG00000125967			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000119906	ENSG00000119906			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000152661	ENSG00000152661			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000156831	ENSG00000156831			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000198752	ENSG00000198752			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000140525	ENSG00000140525			1	136		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000104067	ENSG00000104067			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000255150	ENSG00000255150			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000198887	ENSG00000198887			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000005339	ENSG00000005339			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000187098	ENSG00000187098			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000105289	ENSG00000105289			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000106089	ENSG00000106089			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000143375	ENSG00000143375			1	144		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000166912	ENSG00000166912			1	136		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000034053	ENSG00000034053			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000169375	ENSG00000169375			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000173039	ENSG00000173039			1	137		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000136854	ENSG00000136854			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000185115	ENSG00000185115			1	142		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000198668	ENSG00000198668			1	147		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000099365	ENSG00000099365			1	153		1	WP5407	WP5407	15q11q13 copy number variation
ENSG00000152822	ENSG00000152822	1		1	147	rs2206956	1	WP5408	WP5408	15q25 copy number variation
ENSG00000140600	ENSG00000140600			1	153		1	WP5408	WP5408	15q25 copy number variation
ENSG00000138798	ENSG00000138798			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000196218	ENSG00000196218			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000214575	ENSG00000214575			1	142		1	WP5408	WP5408	15q25 copy number variation
ENSG00000156232	ENSG00000156232			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000198626	ENSG00000198626			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000150995	ENSG00000150995			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000251322	ENSG00000251322			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000197386	ENSG00000197386			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000064726	ENSG00000064726			1	138		1	WP5408	WP5408	15q25 copy number variation
ENSG00000135439	ENSG00000135439			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000101654	ENSG00000101654			1	158		1	WP5408	WP5408	15q25 copy number variation
ENSG00000161681	ENSG00000161681			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000159082	ENSG00000159082			1	153		1	WP5408	WP5408	15q25 copy number variation
ENSG00000117394	ENSG00000117394			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000198900	ENSG00000198900			1	138		1	WP5408	WP5408	15q25 copy number variation
ENSG00000132155	ENSG00000132155			1	137		1	WP5408	WP5408	15q25 copy number variation
ENSG00000103942	ENSG00000103942			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000168959	ENSG00000168959			1	147		1	WP5408	WP5408	15q25 copy number variation
ENSG00000169612	ENSG00000169612			1	158		1	WP5408	WP5408	15q25 copy number variation
ENSG00000120899	ENSG00000120899			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000141510	ENSG00000141510			1	137		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
ENSG00000127191	ENSG00000127191			1	158		1	WP5412	WP5412	8q11.23 (RB1CC1) copy number variation
