KEid_target	KEid	AOPid_source	AOPid	AOPtitle
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/265	https://identifiers.org/aop/265	Uncoupling of oxidative phosphorylation leading to growth inhibition via increased cytosolic calcium
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/266	https://identifiers.org/aop/266	Uncoupling of oxidative phosphorylation leading to growth inhibition via decreased Na-K ATPase activity
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/268	https://identifiers.org/aop/268	Uncoupling of oxidative phosphorylation leading to growth inhibition via mitochondrial swelling
https://identifiers.org/aop.events/149	https://identifiers.org/aop.events/149	https://identifiers.org/aop/27	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)
https://identifiers.org/aop.events/209	https://identifiers.org/aop.events/209	https://identifiers.org/aop/27	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)
https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	https://identifiers.org/aop/27	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/271	https://identifiers.org/aop/271	Inhibition of thyroid peroxidase leading to impaired fertility in fish
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/272	https://identifiers.org/aop/272	Deposition of energy leading to lung cancer
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/273	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/273	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury
https://identifiers.org/aop.events/888	https://identifiers.org/aop.events/888	https://identifiers.org/aop/273	https://identifiers.org/aop/273	Mitochondrial complex inhibition leading to liver injury
https://identifiers.org/aop.events/1502	https://identifiers.org/aop.events/1502	https://identifiers.org/aop/274	https://identifiers.org/aop/274	Histone deacetylase inhibition leads to impeded craniofacial development
https://identifiers.org/aop.events/1557	https://identifiers.org/aop.events/1557	https://identifiers.org/aop/274	https://identifiers.org/aop/274	Histone deacetylase inhibition leads to impeded craniofacial development
https://identifiers.org/aop.events/1502	https://identifiers.org/aop.events/1502	https://identifiers.org/aop/275	https://identifiers.org/aop/275	Histone deacetylase inhibition leads to neural tube defects
https://identifiers.org/aop.events/1503	https://identifiers.org/aop.events/1503	https://identifiers.org/aop/275	https://identifiers.org/aop/275	Histone deacetylase inhibition leads to neural tube defects
https://identifiers.org/aop.events/888	https://identifiers.org/aop.events/888	https://identifiers.org/aop/276	https://identifiers.org/aop/276	Inhibition of complex I of the electron transport chain leading to chemical induced Fanconi syndrome
https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	https://identifiers.org/aop/277	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1700	https://identifiers.org/aop.events/1700	https://identifiers.org/aop/277	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/984	https://identifiers.org/aop.events/984	https://identifiers.org/aop/277	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/278	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury
https://identifiers.org/aop.events/202	https://identifiers.org/aop.events/202	https://identifiers.org/aop/278	https://identifiers.org/aop/278	IKK complex inhibition leading to liver injury
https://identifiers.org/aop.events/149	https://identifiers.org/aop.events/149	https://identifiers.org/aop/280	https://identifiers.org/aop/280	α-diketone-induced bronchiolitis obliterans
https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	https://identifiers.org/aop/280	https://identifiers.org/aop/280	α-diketone-induced bronchiolitis obliterans
https://identifiers.org/aop.events/1602	https://identifiers.org/aop.events/1602	https://identifiers.org/aop/281	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration
https://identifiers.org/aop.events/352	https://identifiers.org/aop.events/352	https://identifiers.org/aop/281	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/281	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration
https://identifiers.org/aop.events/1392	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/284	https://identifiers.org/aop/284	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress leads to chronic kidney disease
https://identifiers.org/aop.events/1538	https://identifiers.org/aop.events/1538	https://identifiers.org/aop/284	https://identifiers.org/aop/284	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress leads to chronic kidney disease
https://identifiers.org/aop.events/1262	https://identifiers.org/aop.events/1262	https://identifiers.org/aop/285	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury
https://identifiers.org/aop.events/1512	https://identifiers.org/aop.events/1512	https://identifiers.org/aop/285	https://identifiers.org/aop/285	Inhibition of N-linked glycosylation leads to liver injury
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/287	https://identifiers.org/aop/287	Mitochondrial complex III antagonism leading to growth inhibition (2)
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/291	https://identifiers.org/aop/291	Mitochondrial ATP synthase antagonism leading to growth inhibition (2)
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1632	https://identifiers.org/aop.events/1632	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/293	https://identifiers.org/aop/293	Increased DNA damage leading to increased risk of breast cancer
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/1632	https://identifiers.org/aop.events/1632	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/1193	https://identifiers.org/aop.events/1193	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/294	https://identifiers.org/aop/294	Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
https://identifiers.org/aop.events/1634	https://identifiers.org/aop.events/1634	https://identifiers.org/aop/296	https://identifiers.org/aop/296	Oxidative DNA damage leading to chromosomal aberrations and mutations
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/296	https://identifiers.org/aop/296	Oxidative DNA damage leading to chromosomal aberrations and mutations
https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	https://identifiers.org/aop/298	https://identifiers.org/aop/298	Increases in cellular reactive oxygen species and chronic reactive oxygen species leading to human treatment-resistant gastric cancer
https://identifiers.org/aop.events/1755	https://identifiers.org/aop.events/1755	https://identifiers.org/aop/298	https://identifiers.org/aop/298	Increases in cellular reactive oxygen species and chronic reactive oxygen species leading to human treatment-resistant gastric cancer
https://identifiers.org/aop.events/1634	https://identifiers.org/aop.events/1634	https://identifiers.org/aop/299	https://identifiers.org/aop/299	Deposition of energy leading to population decline via DNA oxidation and follicular atresia
https://identifiers.org/aop.events/888	https://identifiers.org/aop.events/888	https://identifiers.org/aop/3	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/3	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/3	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	https://identifiers.org/aop/303	https://identifiers.org/aop/303	Frustrated phagocytosis-induced lung cancer
https://identifiers.org/aop.events/944	https://identifiers.org/aop.events/944	https://identifiers.org/aop/310	https://identifiers.org/aop/310	Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR
https://identifiers.org/aop.events/18	https://identifiers.org/aop.events/18	https://identifiers.org/aop/310	https://identifiers.org/aop/310	Embryonic Activation of the AHR leading to Reproductive failure, via epigenetic down-regulation of GnRHR
https://identifiers.org/aop.events/1634	https://identifiers.org/aop.events/1634	https://identifiers.org/aop/311	https://identifiers.org/aop/311	Deposition of energy leading to population decline via DNA oxidation and oocyte apoptosis
https://identifiers.org/aop.events/1822	https://identifiers.org/aop.events/1822	https://identifiers.org/aop/313	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
https://identifiers.org/aop.events/1709	https://identifiers.org/aop.events/1709	https://identifiers.org/aop/313	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
https://identifiers.org/aop.events/1708	https://identifiers.org/aop.events/1708	https://identifiers.org/aop/313	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
https://identifiers.org/aop.events/1706	https://identifiers.org/aop.events/1706	https://identifiers.org/aop/313	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
https://identifiers.org/aop.events/1712	https://identifiers.org/aop.events/1712	https://identifiers.org/aop/314	https://identifiers.org/aop/314	Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE)
https://identifiers.org/aop.events/1711	https://identifiers.org/aop.events/1711	https://identifiers.org/aop/314	https://identifiers.org/aop/314	Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE)
https://identifiers.org/aop.events/1713	https://identifiers.org/aop.events/1713	https://identifiers.org/aop/314	https://identifiers.org/aop/314	Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE)
https://identifiers.org/aop.events/1710	https://identifiers.org/aop.events/1710	https://identifiers.org/aop/314	https://identifiers.org/aop/314	Binding to estrogen receptor (ER)-α in immune cells leading to exacerbation of systemic lupus erythematosus (SLE)
https://identifiers.org/aop.events/1718	https://identifiers.org/aop.events/1718	https://identifiers.org/aop/315	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1719	https://identifiers.org/aop.events/1719	https://identifiers.org/aop/315	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1716	https://identifiers.org/aop.events/1716	https://identifiers.org/aop/315	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1717	https://identifiers.org/aop.events/1717	https://identifiers.org/aop/315	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1715	https://identifiers.org/aop.events/1715	https://identifiers.org/aop/315	https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
https://identifiers.org/aop.events/1721	https://identifiers.org/aop.events/1721	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/1724	https://identifiers.org/aop.events/1724	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/1722	https://identifiers.org/aop.events/1722	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/1723	https://identifiers.org/aop.events/1723	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/1725	https://identifiers.org/aop.events/1725	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/1720	https://identifiers.org/aop.events/1720	https://identifiers.org/aop/316	https://identifiers.org/aop/316	Trypsin inhibition leading to pancreatic acinar cell tumors
https://identifiers.org/aop.events/291	https://identifiers.org/aop.events/291	https://identifiers.org/aop/318	https://identifiers.org/aop/318	Glucocorticoid Receptor activation leading to hepatic steatosis
https://identifiers.org/aop.events/122	https://identifiers.org/aop.events/122	https://identifiers.org/aop/318	https://identifiers.org/aop/318	Glucocorticoid Receptor activation leading to hepatic steatosis
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/319	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis
https://identifiers.org/aop.events/1854	https://identifiers.org/aop.events/1854	https://identifiers.org/aop/319	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis
https://identifiers.org/aop.events/1738	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/320	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop.events/1848	https://identifiers.org/aop.events/1848	https://identifiers.org/aop/320	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop.events/1847	https://identifiers.org/aop.events/1847	https://identifiers.org/aop/320	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/320	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop.events/1901	https://identifiers.org/aop.events/1901	https://identifiers.org/aop/320	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality
https://identifiers.org/aop.events/155	https://identifiers.org/aop.events/155	https://identifiers.org/aop/322	https://identifiers.org/aop/322	Alkylation of DNA leading to reduced sperm count
https://identifiers.org/aop.events/1756	https://identifiers.org/aop.events/1756	https://identifiers.org/aop/323	https://identifiers.org/aop/323	PPARalpha Agonism Leading to Decreased Viable Offspring via Decreased 11-Ketotestosterone
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/324	https://identifiers.org/aop/324	Thermal stress leading to population decline (1)
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/325	https://identifiers.org/aop/325	Thermal stress leading to population decline (2)
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/326	https://identifiers.org/aop/326	Thermal stress leading to population decline (3)
https://identifiers.org/aop.events/122	https://identifiers.org/aop.events/122	https://identifiers.org/aop/334	https://identifiers.org/aop/334	Glucocorticoid Receptor Agonism Leading to Impaired Fin Regeneration
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/335	https://identifiers.org/aop/335	AOP for urothelial carcinogenesis due to chemical cytotoxicity by mitochondrial impairment 
https://identifiers.org/aop.events/89	https://identifiers.org/aop.events/89	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/66	https://identifiers.org/aop.events/66	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/167	https://identifiers.org/aop.events/167	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/258	https://identifiers.org/aop.events/258	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/116	https://identifiers.org/aop.events/116	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/264	https://identifiers.org/aop.events/264	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/291	https://identifiers.org/aop.events/291	https://identifiers.org/aop/34	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis
https://identifiers.org/aop.events/1457	https://identifiers.org/aop.events/1457	https://identifiers.org/aop/347	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis
https://identifiers.org/aop.events/1458	https://identifiers.org/aop.events/1458	https://identifiers.org/aop/347	https://identifiers.org/aop/347	Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis
https://identifiers.org/aop.events/1756	https://identifiers.org/aop.events/1756	https://identifiers.org/aop/348	https://identifiers.org/aop/348	Inhibition of 11β-Hydroxysteroid Dehydrogenase leading to decreased population trajectory 
https://identifiers.org/aop.events/1756	https://identifiers.org/aop.events/1756	https://identifiers.org/aop/349	https://identifiers.org/aop/349	Inhibition of 11β-hydroxylase leading to decresed population trajectory 
https://identifiers.org/aop.events/233	https://identifiers.org/aop.events/233	https://identifiers.org/aop/36	https://identifiers.org/aop/36	Peroxisomal Fatty Acid Beta-Oxidation Inhibition Leading to Steatosis
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/362	https://identifiers.org/aop/362	Immune mediated hepatitis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/363	https://identifiers.org/aop/363	Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/363	https://identifiers.org/aop/363	Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/363	https://identifiers.org/aop/363	Thyroperoxidase inhibition leading to altered visual function via altered retinal layer structure
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/364	https://identifiers.org/aop/364	Thyroperoxidase inhibition leading to altered visual function via decreased eye size
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/364	https://identifiers.org/aop/364	Thyroperoxidase inhibition leading to altered visual function via decreased eye size
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/364	https://identifiers.org/aop/364	Thyroperoxidase inhibition leading to altered visual function via decreased eye size
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/365	https://identifiers.org/aop/365	Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning
https://identifiers.org/aop.events/277	https://identifiers.org/aop.events/277	https://identifiers.org/aop/365	https://identifiers.org/aop/365	Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning
https://identifiers.org/aop.events/1003	https://identifiers.org/aop.events/1003	https://identifiers.org/aop/365	https://identifiers.org/aop/365	Thyroperoxidase inhibition leading to altered visual function via altered photoreceptor patterning
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/366	https://identifiers.org/aop/366	Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis 
https://identifiers.org/aop.events/961	https://identifiers.org/aop.events/961	https://identifiers.org/aop/366	https://identifiers.org/aop/366	Competitive binding to thyroid hormone carrier protein transthyretin (TTR) leading to altered amphibian metamorphosis 
https://identifiers.org/aop.events/961	https://identifiers.org/aop.events/961	https://identifiers.org/aop/367	https://identifiers.org/aop/367	Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/281	https://identifiers.org/aop.events/281	https://identifiers.org/aop/367	https://identifiers.org/aop/367	Competitive binding to thyroid hormone carrier protein thyroid binding globulin (TBG) leading to altered amphibian metamorphosis
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/368	https://identifiers.org/aop/368	Cytochrome oxidase inhibition leading to olfactory nasal lesions
https://identifiers.org/aop.events/188	https://identifiers.org/aop.events/188	https://identifiers.org/aop/374	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis
https://identifiers.org/aop.events/352	https://identifiers.org/aop.events/352	https://identifiers.org/aop/374	https://identifiers.org/aop/374	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1848	https://identifiers.org/aop.events/1848	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1708	https://identifiers.org/aop.events/1708	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/814	https://identifiers.org/aop.events/814	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1857	https://identifiers.org/aop.events/1857	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/177	https://identifiers.org/aop.events/177	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1895	https://identifiers.org/aop.events/1895	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1846	https://identifiers.org/aop.events/1846	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1392	https://identifiers.org/aop.events/1392	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/87	https://identifiers.org/aop.events/87	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1868	https://identifiers.org/aop.events/1868	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1825	https://identifiers.org/aop.events/1825	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1869	https://identifiers.org/aop.events/1869	https://identifiers.org/aop/377	https://identifiers.org/aop/377	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS)
https://identifiers.org/aop.events/1845	https://identifiers.org/aop.events/1845	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1869	https://identifiers.org/aop.events/1869	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1738	https://identifiers.org/aop.events/1738	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1846	https://identifiers.org/aop.events/1846	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1901	https://identifiers.org/aop.events/1901	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1847	https://identifiers.org/aop.events/1847	https://identifiers.org/aop/379	https://identifiers.org/aop/379	Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation
https://identifiers.org/aop.events/1493	https://identifiers.org/aop.events/1493	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1492	https://identifiers.org/aop.events/1492	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/265	https://identifiers.org/aop.events/265	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/55	https://identifiers.org/aop.events/55	https://identifiers.org/aop/38	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis
https://identifiers.org/aop.events/1496	https://identifiers.org/aop.events/1496	https://identifiers.org/aop/382	https://identifiers.org/aop/382	Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis
https://identifiers.org/aop.events/1501	https://identifiers.org/aop.events/1501	https://identifiers.org/aop/383	https://identifiers.org/aop/383	Inhibition of Angiotensin-converting enzyme 2 leading to liver fibrosis
