Ensembl_source	Ensembl	fromPublication	fromDisGeNET	fromWikiPathways	gLayCluster	snpID	CNVassociated	PathwayID_target	PathwayID	PathwayTitle
ENSG00000152578	ENSG00000152578		1	1	164		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000075388	ENSG00000075388			1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000106462	ENSG00000106462			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000114062	ENSG00000114062			1	164			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000113916	ENSG00000113916			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000169045	ENSG00000169045			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000108055	ENSG00000108055			1	165		1	WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000089280	ENSG00000089280			1	166			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000138685	ENSG00000138685		1	1	171			WP3584	WP3584	MECP2 and associated Rett syndrome
ENSG00000008394	ENSG00000008394			1	170			WP408	WP408	Oxidative stress response
ENSG00000158125	ENSG00000158125			1	170			WP408	WP408	Oxidative stress response
ENSG00000007952	ENSG00000007952			1	196			WP408	WP408	Oxidative stress response
ENSG00000116044	ENSG00000116044			1	166			WP408	WP408	Oxidative stress response
ENSG00000185591	ENSG00000185591		1	1	166			WP408	WP408	Oxidative stress response
ENSG00000074771	ENSG00000074771			1	196			WP408	WP408	Oxidative stress response
ENSG00000086991	ENSG00000086991			1	196			WP408	WP408	Oxidative stress response
ENSG00000171223	ENSG00000171223			1	166			WP408	WP408	Oxidative stress response
ENSG00000211445	ENSG00000211445			1	170			WP408	WP408	Oxidative stress response
ENSG00000170345	ENSG00000170345			1	166			WP408	WP408	Oxidative stress response
ENSG00000104687	ENSG00000104687			1	170			WP408	WP408	Oxidative stress response
ENSG00000140465	ENSG00000140465			1	170			WP408	WP408	Oxidative stress response
ENSG00000100292	ENSG00000100292		1	1	188			WP408	WP408	Oxidative stress response
ENSG00000121691	ENSG00000121691			1	166			WP408	WP408	Oxidative stress response
ENSG00000181019	ENSG00000181019			1	188			WP408	WP408	Oxidative stress response
ENSG00000001084	ENSG00000001084		1	1	188			WP408	WP408	Oxidative stress response
ENSG00000142168	ENSG00000142168			1	166			WP408	WP408	Oxidative stress response
ENSG00000165168	ENSG00000165168			1	196			WP408	WP408	Oxidative stress response
ENSG00000189221	ENSG00000189221		1	1	170			WP408	WP408	Oxidative stress response
ENSG00000255346	ENSG00000255346			1	196			WP408	WP408	Oxidative stress response
ENSG00000167165	ENSG00000167165			1	170			WP408	WP408	Oxidative stress response
ENSG00000112062	ENSG00000112062		1	1	166			WP408	WP408	Oxidative stress response
ENSG00000078295	ENSG00000078295			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000185527	ENSG00000185527			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000113231	ENSG00000113231			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000138735	ENSG00000138735			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000061918	ENSG00000061918			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000205268	ENSG00000205268			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000176884	ENSG00000176884			1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000131771	ENSG00000131771		1	1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000174233	ENSG00000174233			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000128271	ENSG00000128271		1	1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000073417	ENSG00000073417			1	176		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000172572	ENSG00000172572			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000143199	ENSG00000143199			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000185532	ENSG00000185532			1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000128655	ENSG00000128655			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000155897	ENSG00000155897			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000138031	ENSG00000138031			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000152270	ENSG00000152270			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000155511	ENSG00000155511		1	1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000132915	ENSG00000132915			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000123360	ENSG00000123360			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000184845	ENSG00000184845		1	1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000129467	ENSG00000129467			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000089250	ENSG00000089250		1	1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000070808	ENSG00000070808			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000175344	ENSG00000175344		1	1	186		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000154678	ENSG00000154678			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000118260	ENSG00000118260		1	1	166			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000173175	ENSG00000173175			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000152402	ENSG00000152402			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000162104	ENSG00000162104			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000115252	ENSG00000115252			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000184588	ENSG00000184588	1	1	1	176	rs6588168		WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000183454	ENSG00000183454	1	1	1	164	rs9926049	1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000065989	ENSG00000065989		1	1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000121281	ENSG00000121281		1	1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000105464	ENSG00000105464		1	1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000133256	ENSG00000133256			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000112541	ENSG00000112541			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000149295	ENSG00000149295		1	1	170		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000171408	ENSG00000171408		1	1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000113448	ENSG00000113448		1	1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000161509	ENSG00000161509		1	1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000164742	ENSG00000164742			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000072062	ENSG00000072062			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000273079	ENSG00000273079		1	1	164		1	WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000186642	ENSG00000186642			1	176			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000164116	ENSG00000164116			1	164			WP4222	WP4222	Phosphodiesterases in neuronal function
ENSG00000054598	ENSG00000054598			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000138758	ENSG00000138758		1	1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100387	ENSG00000100387			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000114315	ENSG00000114315			1	165		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000082898	ENSG00000082898			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000125798	ENSG00000125798			1	164		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164107	ENSG00000164107			1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000135903	ENSG00000135903			1	184		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000090539	ENSG00000090539			1	215		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164690	ENSG00000164690			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000183072	ENSG00000183072			1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000215012	ENSG00000215012			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099949	ENSG00000099949			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000112658	ENSG00000112658			1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000172175	ENSG00000172175			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099937	ENSG00000099937			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000111875	ENSG00000111875			1	167		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000181856	ENSG00000181856			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000141510	ENSG00000141510		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099942	ENSG00000099942			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000110799	ENSG00000110799			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000180198	ENSG00000180198			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000163347	ENSG00000163347			1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000203618	ENSG00000203618			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000187553	ENSG00000187553			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099910	ENSG00000099910			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000133794	ENSG00000133794			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000040608	ENSG00000040608		1	1	184		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000143365	ENSG00000143365			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000115310	ENSG00000115310		1	1	184		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000278637	ENSG00000278637			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164402	ENSG00000164402			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099940	ENSG00000099940		1	1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000181222	ENSG00000181222			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100401	ENSG00000100401			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000171791	ENSG00000171791		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000113360	ENSG00000113360			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000066468	ENSG00000066468		1	1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000003137	ENSG00000003137			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000083312	ENSG00000083312			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000093010	ENSG00000093010		1	1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000077782	ENSG00000077782		1	1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000072310	ENSG00000072310		1	1	190		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000141027	ENSG00000141027			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000178732	ENSG00000178732			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000107796	ENSG00000107796			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099901	ENSG00000099901			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000065154	ENSG00000065154			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000166851	ENSG00000166851			1	165		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000149295	ENSG00000149295		1	1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000107831	ENSG00000107831			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070371	ENSG00000070371			1	369		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000185245	ENSG00000185245			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000213639	ENSG00000213639			1	164		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099917	ENSG00000099917		1	1	190		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070831	ENSG00000070831		1	1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000241973	ENSG00000241973		1	1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099899	ENSG00000099899		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000146648	ENSG00000146648			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000198911	ENSG00000198911		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000094916	ENSG00000094916			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000132341	ENSG00000132341			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000108424	ENSG00000108424			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000171720	ENSG00000171720		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000036257	ENSG00000036257			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000099957	ENSG00000099957			1	164		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000132155	ENSG00000132155			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100084	ENSG00000100084			1	167		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000148672	ENSG00000148672			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000164093	ENSG00000164093			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000184113	ENSG00000184113		1	1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000130669	ENSG00000130669			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000095596	ENSG00000095596			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000100033	ENSG00000100033		1	1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000189056	ENSG00000189056		1	1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000129910	ENSG00000129910			1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000159251	ENSG00000159251			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000108061	ENSG00000108061			1	164		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000105695	ENSG00000105695		1	1	184		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000128918	ENSG00000128918		1	1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000185345	ENSG00000185345			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000165215	ENSG00000165215			1	178		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000093009	ENSG00000093009			1	165		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000128191	ENSG00000128191		1	1	166		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000184702	ENSG00000184702			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000169704	ENSG00000169704			1	188		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000159423	ENSG00000159423			1	170		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000070193	ENSG00000070193			1	171		1	WP4657	WP4657	22q11.2 copy number variation syndrome
ENSG00000058404	ENSG00000058404		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000196338	ENSG00000196338			1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000145349	ENSG00000145349			1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000198626	ENSG00000198626			1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000161509	ENSG00000161509		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000105464	ENSG00000105464		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000169992	ENSG00000169992		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000106089	ENSG00000106089		1	1	170		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000148660	ENSG00000148660			1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000089169	ENSG00000089169			1	170			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000273079	ENSG00000273079		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000075711	ENSG00000075711		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000183454	ENSG00000183454	1	1	1	164	rs9926049	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000169760	ENSG00000169760		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000021645	ENSG00000021645		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000070808	ENSG00000070808			1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000146938	ENSG00000146938	1		1	164	rs5943629	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000197283	ENSG00000197283		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000152822	ENSG00000152822	1	1	1	164	rs2206956	1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000176884	ENSG00000176884			1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000104067	ENSG00000104067			1	178		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000161681	ENSG00000161681		1	1	164		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000170579	ENSG00000170579		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000110076	ENSG00000110076		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000273749	ENSG00000273749		1	1	216		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000102081	ENSG00000102081		1	1	166		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000100030	ENSG00000100030		1	1	166		1	WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000150672	ENSG00000150672		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000198576	ENSG00000198576		1	1	171			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000152413	ENSG00000152413		1	1	164			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000170027	ENSG00000170027			1	166			WP4875	WP4875	Disruption of postsynaptic signaling by CNV
ENSG00000111725	ENSG00000111725			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000121634	ENSG00000121634		1	1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000197822	ENSG00000197822			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000158769	ENSG00000158769			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000131781	ENSG00000131781			1	170		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000119139	ENSG00000119139			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000115592	ENSG00000115592			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000181929	ENSG00000181929			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000171016	ENSG00000171016			1	166		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000132356	ENSG00000132356			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000163348	ENSG00000163348			1	166		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000168036	ENSG00000168036		1	1	166		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000116128	ENSG00000116128		1	1	166		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000131778	ENSG00000131778			1	166		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000162409	ENSG00000162409			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000131791	ENSG00000131791			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000130396	ENSG00000130396			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000265107	ENSG00000265107			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000183853	ENSG00000183853			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000105289	ENSG00000105289			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000104067	ENSG00000104067			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000152661	ENSG00000152661			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000121743	ENSG00000121743			1	178		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000106617	ENSG00000106617			1	190		1	WP4905	WP4905	1q21.1 copy number variation syndrome
ENSG00000161217	ENSG00000161217			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000146425	ENSG00000146425			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000089159	ENSG00000089159			1	164		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000173757	ENSG00000173757			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000072274	ENSG00000072274			1	188		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000137845	ENSG00000137845			1	184		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000109670	ENSG00000109670			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000010704	ENSG00000010704			1	188		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000187778	ENSG00000187778			1	167		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000177889	ENSG00000177889			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000105329	ENSG00000105329		1	1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000138036	ENSG00000138036			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000096717	ENSG00000096717		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000075711	ENSG00000075711		1	1	164		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136937	ENSG00000136937			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000168589	ENSG00000168589			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000163961	ENSG00000163961			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000165169	ENSG00000165169			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000264364	ENSG00000264364			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000005810	ENSG00000005810			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000125971	ENSG00000125971			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000126561	ENSG00000126561			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000165806	ENSG00000165806			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000213123	ENSG00000213123			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000112130	ENSG00000112130			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000100644	ENSG00000100644			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000105697	ENSG00000105697			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000174004	ENSG00000174004			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000136997	ENSG00000136997			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000117461	ENSG00000117461			1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000155511	ENSG00000155511		1	1	164		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000091513	ENSG00000091513		1	1	188		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000177606	ENSG00000177606		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000187240	ENSG00000187240			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000088986	ENSG00000088986			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000174013	ENSG00000174013		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000126870	ENSG00000126870			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000114503	ENSG00000114503			1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000180370	ENSG00000180370		1	1	171		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000142208	ENSG00000142208		1	1	166		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000138449	ENSG00000138449			1	188		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000119333	ENSG00000119333			1	176		1	WP4906	WP4906	3q29 copy number variation syndrome
ENSG00000049540	ENSG00000049540			1	200		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000220205	ENSG00000220205			1	170		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000163520	ENSG00000163520			1	200		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000026103	ENSG00000026103		1	1	171		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000228253	ENSG00000228253			1	195		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000126803	ENSG00000126803			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000141971	ENSG00000141971			1	251		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000132639	ENSG00000132639			1	170		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000278540	ENSG00000278540			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000144895	ENSG00000144895			1	193		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000115524	ENSG00000115524	1		1	166	rs2914983	1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000106089	ENSG00000106089		1	1	170		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000159199	ENSG00000159199			1	195		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000009950	ENSG00000009950			1	190		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000123472	ENSG00000123472			1	195		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000213024	ENSG00000213024			1	166		1	WP4932	WP4932	7q11.23 copy number variation syndrome
ENSG00000189143	ENSG00000189143			1	178		1	WP4932	WP4932	7q11.23 copy number variation syndrome
