"CNVassociated","DisGeNETname","Ensembl","fromDisGeNET","fromPublication","fromSTRING","fromWikiPathways","gLayCluster","name","name.copy","Name2","PathwayID","Publication.doi","selected","shared name","snpID"
"1",,"ENSG00000145107",,,,"1","195","TM4SF19","TM4SF19","TM4SF19","WP4906",,"false","TM4SF19",
"1","HFE","ENSG00000010704","1",,,"1","159","3077;ENSG00000010704;HFE","HFE","HFE","WP4906",,"false","3077;ENSG00000010704;HFE",
"1",,"ENSG00000140600",,,,"1","175","ENSG00000140600;SH3GL3","SH3GL3","SH3GL3","WP5402, WP5408",,"false","ENSG00000140600;SH3GL3",
,"ZNF565","ENSG00000196357","1",,,,"196","147929","147929","ZNF565",,,"false","147929",
,"GABRA6","ENSG00000145863","1",,,,"165","2559","2559","GABRA6",,,"false","2559",
,"TRRAP","ENSG00000196367","1",,,,"186","8295","8295","TRRAP",,,"false","8295",
,"TEKT5","ENSG00000153060","1",,,,"197","146279","146279","TEKT5",,,"false","146279",
,"CCND2","ENSG00000118971","1",,,,"175","894","894","CCND2",,,"false","894",
,"GCLC","ENSG00000001084","1",,,"1","166","2729;GCLC","GCLC","GCLC","WP408",,"false","2729;GCLC",
"1",,"ENSG00000146755",,,,"1","198","ENSG00000146755;TRIM50","TRIM50","TRIM50","WP4932",,"false","ENSG00000146755;TRIM50",
,,"ENSG00000117593",,"1",,,"155","DARS2","DARS2","DARS2",,"10.1038/s41586-022-04434-5","false","DARS2","rs61828917"
,"TACR1","ENSG00000115353","1",,,,"155","6869","6869","TACR1",,,"false","6869",
,,"ENSG00000142599",,"1",,,"175","RERE","RERE","RERE",,"10.1038/s41586-022-04434-5","false","RERE","rs11121172"
"1",,"ENSG00000146425",,,,"1","160","DYNLT1","DYNLT1","DYNLT1","WP4906",,"false","DYNLT1",
,"PER3","ENSG00000049246","1",,,,"175","8863","8863","PER3",,,"false","8863",
"1","GJA8","ENSG00000121634","1",,,"1","161","2703;ENSG00000121634;GJA8","GJA8","GJA8","WP4905",,"false","2703;ENSG00000121634;GJA8",
,"AUTS2","ENSG00000158321","1",,,,"199","26053","26053","AUTS2",,,"false","26053",
"1",,"ENSG00000106617",,,,"1","187","PRKAG2","PRKAG2","PRKAG2","WP4905",,"false","PRKAG2",
"1",,"ENSG00000159423",,,,"1","189","ALDH4A1","ALDH4A1","ALDH4A1","WP4657",,"false","ALDH4A1",
,"AHI1","ENSG00000135541","1",,,,"200","54806","54806","AHI1",,,"false","54806",
,,"ENSG00000041357",,"1",,,"167","PSMA4","PSMA4","PSMA4",,"10.1038/s41586-022-04434-5","false","PSMA4","rs3813567"
"1","CYP26C1","ENSG00000187553","1",,,"1","189","340665;CYP26C1","CYP26C1","CYP26C1","WP4657",,"false","340665;CYP26C1",
,"ESAM","ENSG00000149564","1",,,,"161","90952","90952","ESAM",,,"false","90952",
"1",,"ENSG00000102683",,,,"1","168","ENSG00000102683;SGCG","SGCG","SGCG","WP5406",,"false","ENSG00000102683;SGCG",
,"BTBD9","ENSG00000183826","1",,,,"176","114781","114781","BTBD9",,,"false","114781",
,"PVALB","ENSG00000100362","1",,,,"155","5816","5816","PVALB",,,"false","5816",
,"CNPPD1","ENSG00000115649","1",,,,"201","27013","27013","CNPPD1",,,"false","27013",
,"GFRA1","ENSG00000151892","1",,,,"157","2674","2674","GFRA1",,,"false","2674",
,"CYP2E1","ENSG00000130649","1",,,,"189","1571","1571","CYP2E1",,,"false","1571",
,"JAG1","ENSG00000101384","1",,,,"202","182","182","JAG1",,,"false","182",
"1",,"ENSG00000198626",,,,"1","168","ENSG00000198626;RYR2","RYR2","RYR2","WP4875, WP5408",,"false","ENSG00000198626;RYR2",
,"PDE7B","ENSG00000171408","1",,,"1","155","27115;PDE7B","PDE7B","PDE7B","WP4222",,"false","27115;PDE7B",
,"NTRK3","ENSG00000140538","1",,,,"157","4916","4916","NTRK3",,,"false","4916",
"1",,"ENSG00000077522",,,,"1","168","ACTN2;ENSG00000077522","ACTN2","ACTN2","WP5402",,"false","ACTN2;ENSG00000077522",
,"MTR","ENSG00000116984","1",,,,"166","4548","4548","MTR",,,"false","4548",
,"STON2","ENSG00000140022","1",,,,"203","85439","85439","STON2",,,"false","85439",
,"DAOA","ENSG00000182346","1",,,,"166","267012","267012","DAOA",,,"false","267012",
"1",,"ENSG00000141971",,,,"1","204","MVB12A","MVB12A","MVB12A","WP4932",,"false","MVB12A",
"1","DLG1","ENSG00000075711","1",,,"1","168","1739;DLG1, DLGH1;ENSG00000075711","DLG1, DLGH1","DLG1","WP4875, WP4906",,"false","1739;DLG1, DLGH1;ENSG00000075711",
,,"ENSG00000089280",,,,"1","175","FUS","FUS","FUS","WP3584",,"false","FUS",
"1",,"ENSG00000161217",,,,"1","157","PCYT1A","PCYT1A","PCYT1A","WP4906",,"false","PCYT1A",
,,"ENSG00000169592",,"1",,,"186","INO80E","INO80E","INO80E",,"10.1038/s41586-022-04434-5","false","INO80E","rs3814883"
"1",,"ENSG00000131791",,,,"1","187","AMPK, PRKAB2","AMPK, PRKAB2","PRKAB2","WP4905",,"false","AMPK, PRKAB2",
,"NGFR","ENSG00000064300","1",,,,"157","4804","4804","NGFR",,,"false","4804",
,"MMP9","ENSG00000100985","1",,,,"157","4318","4318","MMP9",,,"false","4318",
,,"ENSG00000175727",,"1",,,"187","MLXIP","MLXIP","MLXIP",,"10.1038/s41586-022-04434-5","false","MLXIP","rs143116451"
"1","TF","ENSG00000091513","1",,,"1","159","7018;ENSG00000091513;TF, foetal TF","TF, foetal TF","TF","WP4906",,"false","7018;ENSG00000091513;TF, foetal TF",
,"KCNQ2","ENSG00000075043","1",,,,"167","3785","3785","KCNQ2",,,"false","3785",
,"GSK3B","ENSG00000082701","1",,,,"157","2932","2932","GSK3B",,,"false","2932",
,"TENM4","ENSG00000149256","1",,,,"205","26011","26011","TENM4",,,"false","26011",
,"S100A9","ENSG00000163220","1",,,,"157","6280","6280","S100A9",,,"false","6280",
,"ADNP2","ENSG00000101544","1",,,,"206","22850","22850","ADNP2",,,"false","22850",
"1",,"ENSG00000067560",,,,"1","157","ENSG00000067560;RHOA, RhoA","RHOA, RhoA","RHOA","WP5406",,"false","ENSG00000067560;RHOA, RhoA",
"1","ERBB4","ENSG00000178568","1",,,"1","157","2066;ENSG00000178568;ERBB4, ErbB-4","ERBB4, ErbB-4","ERBB4","WP5402",,"false","2066;ENSG00000178568;ERBB4, ErbB-4",
,"B2M","ENSG00000166710","1",,,,"159","567","567","B2M",,,"false","567",
,"BSG","ENSG00000172270","1",,,,"157","682","682","BSG",,,"false","682",
"1",,"ENSG00000133794",,,,"1","175","ARNTL, BMAL1;ENSG00000133794","ARNTL, BMAL1","ARNTL","WP4657",,"false","ARNTL, BMAL1;ENSG00000133794",
"1",,"ENSG00000164690",,,,"1","157","SHH","SHH","SHH","WP4657",,"false","SHH",
"1",,"ENSG00000122378",,,,"1","207","ENSG00000122378;PRXL2A","PRXL2A","PRXL2A","WP5402",,"false","ENSG00000122378;PRXL2A",
,,"ENSG00000197136",,"1",,,"208","PCNXL3","PCNXL3","PCNX3",,"10.1038/s41586-022-04434-5","false","PCNXL3","rs58950470"
"1",,"ENSG00000187726",,,,"1","209","DNAJB13","DNAJB13","DNAJB13","WP5402",,"false","DNAJB13",
,"PCDH8","ENSG00000136099","1",,,,"210","5100","5100","PCDH8",,,"false","5100",
,"ENO2","ENSG00000111674","1",,,,"159","2026","2026","ENO2",,,"false","2026",
,"FABP5","ENSG00000164687","1",,,,"211","2171","2171","FABP5",,,"false","2171",
,"MSS51","ENSG00000166343","1",,,,"212","118490","118490","MSS51",,,"false","118490",
,,"ENSG00000184903",,"1",,,"213","IMMP2L","IMMP2L","IMMP2L",,"10.1038/s41586-022-04434-5","false","IMMP2L","rs38752"
,,"ENSG00000078328",,,,"1","175","RBFOX1","RBFOX1","RBFOX1","WP3584",,"false","RBFOX1",
,"CMYA5","ENSG00000164309","1",,,,"214","202333","202333","CMYA5",,,"false","202333",
,"SRSF1","ENSG00000136450","1",,,,"175","6426","6426","SRSF1",,,"false","6426",
"1",,"ENSG00000160188",,,,"1","172","RSPH1","RSPH1","RSPH1","WP5402",,"false","RSPH1",
"1",,"ENSG00000107831",,,,"1","157","ENSG00000107831;FGF8","FGF8","FGF8","WP4657",,"false","ENSG00000107831;FGF8",
,,"ENSG00000160191",,,,"1","215","PDE9A","PDE9A","PDE9A","WP4222",,"false","PDE9A",
,"SLC6A5","ENSG00000165970","1",,,,"216","9152","9152","SLC6A5",,,"false","9152",
"1",,"ENSG00000165887",,,,"1","217","ANKRD2;ENSG00000165887","ANKRD2","ANKRD2","WP5407",,"false","ANKRD2;ENSG00000165887",
,"GSS","ENSG00000100983","1",,,,"189","2937","2937","GSS",,,"false","2937",
"1",,"ENSG00000205883",,,,"1","218","DEFB135","DEFB135","DEFB135","WP5346",,"false","DEFB135",
,"CYP3A5","ENSG00000106258","1",,,,"189","1577","1577","CYP3A5",,,"false","1577",
,"NTSR1","ENSG00000101188","1",,,,"155","4923","4923","NTSR1",,,"false","4923",
"1",,"ENSG00000263155",,,,"1","219","ENSG00000263155;MYZAP","MYZAP","MYZAP","WP5407",,"false","ENSG00000263155;MYZAP",
,"IFNG","ENSG00000111537","1",,,,"157","3458","3458","IFNG",,,"false","3458",
"1","PI4KA","ENSG00000241973","1",,,"1","157","5297;PI4KA","PI4KA","PI4KA","WP4657",,"false","5297;PI4KA",
,"PCDH17","ENSG00000118946","1",,,,"220","27253","27253","PCDH17",,,"false","27253",
"1","GRIA1","ENSG00000155511","1",,,"1","168","2890;AMPA, GRIA1;ENSG00000155511","AMPA, GRIA1","GRIA1","WP3584, WP4222, WP4906, WP5398",,"false","2890;AMPA, GRIA1;ENSG00000155511",
"1",,"ENSG00000205884",,,,"1","221","DEFB136;ENSG00000205884","DEFB136","DEFB136","WP5346",,"false","DEFB136;ENSG00000205884",
"1",,"ENSG00000188763",,,,"1","222","ENSG00000188763;FZD9","FZD9","FZD9","WP4932",,"false","ENSG00000188763;FZD9",
"1",,"ENSG00000139112",,,,"1","175","GABARAPL1","GABARAPL1","GABARAPL1","WP5412",,"false","GABARAPL1",
,"CD163","ENSG00000177575","1",,,,"186","9332","9332","CD163",,,"false","9332",
,"NDUFS7","ENSG00000115286","1",,,,"193","374291","374291","NDUFS7",,,"false","374291",
,"IL4","ENSG00000113520","1",,,,"157","3565","3565","IL4",,,"false","3565",
"1",,"ENSG00000278540",,,,"1","187","ACACA;ENSG00000278540","ACACA","ACACA","WP4932",,"false","ACACA;ENSG00000278540",
"1",,"ENSG00000124788",,,,"1","175","ATXN1;ENSG00000124788","ATXN1","ATXN1","WP5406",,"false","ATXN1;ENSG00000124788",
,"PLA2G4A","ENSG00000116711","1",,,,"189","5321","5321","PLA2G4A",,,"false","5321",
,"PTGS2","ENSG00000073756","1",,,,"189","5743","5743","PTGS2",,,"false","5743",
"1",,"ENSG00000167987",,,,"1","204","VPS37C","VPS37C","VPS37C","WP4932",,"false","VPS37C",
"1",,"ENSG00000169704",,,,"1","166","CD42, GP9","CD42, GP9","GP9","WP4657",,"false","CD42, GP9",
,"SMARCA2","ENSG00000080503","1",,,,"175","6595","6595","SMARCA2",,,"false","6595",
,"ST8SIA4","ENSG00000113532","1",,,,"157","7903","7903","ST8SIA4",,,"false","7903",
,"DDC","ENSG00000132437","1",,,,"189","1644","1644","DDC",,,"false","1644",
"1",,"ENSG00000183597",,,,"1","223","TANGO2","TANGO2","TANGO2","WP4657",,"false","TANGO2",
,"YWHAE","ENSG00000108953","1",,,,"175","7531","7531","YWHAE",,,"false","7531",
,"ALDH3B1","ENSG00000006534","1",,,,"189","221","221","ALDH3B1",,,"false","221",
,"SMAD5","ENSG00000113658","1",,,,"185","4090","4090","SMAD5",,,"false","4090",
,,"ENSG00000095464",,,,"1","224","PDE6C","PDE6C","PDE6C","WP4222",,"false","PDE6C",
,"TSNAX","ENSG00000116918","1",,,,"160","7257","7257","TSNAX",,,"false","7257",
"1",,"ENSG00000100401",,,,"1","175","RANGAP1","RANGAP1","RANGAP1","WP4657",,"false","RANGAP1",
,"WNK4","ENSG00000126562","1",,,,"225","65266","65266","WNK4",,,"false","65266",
,"LMAN2L","ENSG00000114988","1",,,,"226","81562","81562","LMAN2L",,,"false","81562",
"1",,"ENSG00000146648",,,,"1","157","EGFR, ErbB-1;ENSG00000146648","EGFR, ErbB-1","EGFR","WP4657",,"false","EGFR, ErbB-1;ENSG00000146648",
,,"ENSG00000114790",,,,"1","227","ARHGEF26","ARHGEF26","ARHGEF26","WP3584",,"false","ARHGEF26",
"1",,"ENSG00000111875",,,,"1","186","ASF1A;ENSG00000111875","ASF1A","ASF1A","WP4657",,"false","ASF1A;ENSG00000111875",
,"CETN1","ENSG00000177143","1",,,,"160","1068","1068","CETN1",,,"false","1068",
,"KCNH2","ENSG00000055118","1",,,,"228","3757","3757","KCNH2",,,"false","3757",
,"PRSS16","ENSG00000112812","1",,,,"229","10279","10279","PRSS16",,,"false","10279",
"1",,"ENSG00000132646",,,,"1","175","ENSG00000132646;PCNA","PCNA","PCNA","WP4932",,"false","ENSG00000132646;PCNA",
"1",,"ENSG00000169594",,,,"1","230","BNC1","BNC1","BNC1","WP5408",,"false","BNC1",
,"AGXT2","ENSG00000113492","1",,,,"166","64902","64902","AGXT2",,,"false","64902",
,"BDNF","ENSG00000176697","1",,,"1","157","627;BDNF, mBDNF, proBDNF;ENSG00000176697","BDNF, mBDNF, proBDNF","BDNF","WP3584",,"false","627;BDNF, mBDNF, proBDNF;ENSG00000176697",
"1",,"ENSG00000215012",,,,"1","157","ENSG00000215012;RTL10","RTL10","RTL10","WP4657",,"false","ENSG00000215012;RTL10",
"1","FMR1","ENSG00000102081","1",,,"1","175","2332;ENSG00000102081;FMR1","FMR1","FMR1","WP4875, WP4940",,"false","2332;ENSG00000102081;FMR1",
,"SYT11","ENSG00000132718","1",,,,"175","23208","23208","SYT11",,,"false","23208",
"1",,"ENSG00000141027",,,,"1","175","ENSG00000141027;NCOR1","NCOR1","NCOR1","WP3584, WP4657",,"false","ENSG00000141027;NCOR1",
"1","MAPK3","ENSG00000102882","1","1",,"1","157","5595;ENSG00000102882;ERK, ERK1, MAPK3","ERK, ERK1, MAPK3;MAPK3","MAPK3","WP4932, WP5346, WP5399","10.1038/s41586-022-04434-5","false","5595;ENSG00000102882;ERK, ERK1, MAPK3","rs9925915"
,"VIPR2","ENSG00000106018","1",,,,"155","7434","7434","VIPR2",,,"false","7434",
,,"ENSG00000061918",,,,"1","159","GUCY1B1, GUCY1B3","GUCY1B1, GUCY1B3","GUCY1B1","WP4222",,"false","GUCY1B1, GUCY1B3",
,"KDM2B","ENSG00000089094","1",,,,"231","84678","84678","KDM2B",,,"false","84678",
,"GPR153","ENSG00000158292","1",,,,"232","387509","387509","GPR153",,,"false","387509",
,"CACNB2","ENSG00000165995","1",,,,"189","783","783","CACNB2",,,"false","783",
,,"ENSG00000103037",,"1",,,"157","SETD6","SETD6","SETD6",,"10.1038/s41586-022-04434-5","false","SETD6","rs154433"
,"NR4A2","ENSG00000153234","1",,,,"233","4929","4929","NR4A2",,,"false","4929",
,"NOS1AP","ENSG00000198929","1",,,,"168","9722","9722","NOS1AP",,,"false","9722",
,"CHI3L1","ENSG00000133048","1",,,,"234","1116","1116","CHI3L1",,,"false","1116",
"1",,"ENSG00000108055",,,,"1","175","SMC3","SMC3","SMC3","WP3584, WP5402",,"false","SMC3",
,"TCP1","ENSG00000120438","1",,,,"160","6950","6950","TCP1",,,"false","6950",
,,"ENSG00000185619",,"1",,,"175","PCGF3","PCGF3","PCGF3",,"10.1038/s41586-022-04434-5","false","PCGF3","rs35734242"
,"FEZ1","ENSG00000149557","1",,,,"235","9638","9638","FEZ1",,,"false","9638",
,,"ENSG00000172260",,"1",,,"236","NEGR1","NEGR1","NEGR1",,"10.1038/s41586-022-04434-5","false","NEGR1","rs1121296"
,"CHRM4","ENSG00000180720","1",,,,"237","1132","1132","CHRM4",,,"false","1132",
,"CPLX2","ENSG00000145920","1",,,,"165","10814","10814","CPLX2",,,"false","10814",
"1",,"ENSG00000184436",,,,"1","238","ENSG00000184436;THAP7","THAP7","THAP7","WP4657",,"false","ENSG00000184436;THAP7",
,,"ENSG00000140443",,,,"1","157","ENSG00000140443;IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","IGF1R","WP3584",,"false","ENSG00000140443;IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor",
,"CCR5","ENSG00000160791","1",,,,"157","1234","1234","CCR5",,,"false","1234",
"1",,"ENSG00000132155",,,,"1","157","CRAF, RAF, RAF1, Raf, Ras;ENSG00000132155","CRAF, RAF, RAF1, Raf, Ras","RAF1","WP4657, WP5346, WP5408",,"false","CRAF, RAF, RAF1, Raf, Ras;ENSG00000132155",
"1",,"ENSG00000103494",,,,"1","200","RPGRIP1L","RPGRIP1L","RPGRIP1L","WP5399",,"false","RPGRIP1L",
"1",,"ENSG00000090539",,,,"1","185","CHRD;ENSG00000090539","CHRD","CHRD","WP4657",,"false","CHRD;ENSG00000090539",
,"MCTP2","ENSG00000140563","1",,,,"239","55784","55784","MCTP2",,,"false","55784",
"1",,"ENSG00000005810",,,,"1","240","MYCBP2","MYCBP2","MYCBP2","WP4906",,"false","MYCBP2",
,"SBNO2","ENSG00000064932","1",,,,"241","22904","22904","SBNO2",,,"false","22904",
,,"ENSG00000144290",,"1",,,"242","SLC4A10","SLC4A10","SLC4A10",,"10.1038/s41586-022-04434-5","false","SLC4A10","rs2909457"
"1",,"ENSG00000117984",,,,"1","157","CTSD;ENSG00000117984","CTSD","CTSD","WP5346",,"false","CTSD;ENSG00000117984",
,"MDK","ENSG00000110492","1",,,,"243","4192","4192","MDK",,,"false","4192",
,"RARA","ENSG00000131759","1",,,,"175","5914","5914","RARA",,,"false","5914",
,"MAGI1","ENSG00000151276","1",,,,"157","9223","9223","MAGI1",,,"false","9223",
"1",,"ENSG00000099937",,,,"1","166","ENSG00000099937;SERPIND1","SERPIND1","SERPIND1","WP4657",,"false","ENSG00000099937;SERPIND1",
,"LAMA1","ENSG00000101680","1",,,,"168","284217","284217","LAMA1",,,"false","284217",
,"RETREG2","ENSG00000144567","1",,,,"244","79137","79137","RETREG2",,,"false","79137",
,"APOL4","ENSG00000100336","1",,,,"245","80832","80832","APOL4",,,"false","80832",
,"H2BC11","ENSG00000124635","1",,,,"175","8970","8970","H2BC11",,,"false","8970",
"1","SNAP29","ENSG00000099940","1",,,"1","165","9342;SNAP29","SNAP29","SNAP29","WP4657",,"false","9342;SNAP29",
,"GNAS","ENSG00000087460","1",,,,"155","2778","2778","GNAS",,,"false","2778",
"1","SREBF1","ENSG00000072310","1",,,"1","187","6720;SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c","SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c","SREBF1","WP4657",,"false","6720;SREBF1, SREBP1, SREBP1a,-c, SREBP1a-c, nSREBP, nSREBP1a,-c",
,,"ENSG00000145349",,,,"1","168","CAMK2D, CaMK2, CaMK2D","CAMK2D, CaMK2, CaMK2D","CAMK2D","WP4875",,"false","CAMK2D, CaMK2, CaMK2D",
,"NCS1","ENSG00000107130","1",,,,"189","23413","23413","NCS1",,,"false","23413",
,"PEMT","ENSG00000133027","1",,,,"246","10400","10400","PEMT",,,"false","10400",
"1",,"ENSG00000112981",,,,"1","247","NME5","NME5","NME5","WP5402",,"false","NME5",
"1",,"ENSG00000164107",,,,"1","161","ENSG00000164107;HAND2, Hand2","HAND2, Hand2","HAND2","WP4657",,"false","ENSG00000164107;HAND2, Hand2",
"1",,"ENSG00000131781",,,,"1","189","FMO5","FMO5","FMO5","WP4905",,"false","FMO5",
"1",,"ENSG00000119227",,,,"1","248","ENSG00000119227;PIGZ","PIGZ","PIGZ","WP4906",,"false","ENSG00000119227;PIGZ",
,"IL18","ENSG00000150782","1",,,,"157","3606","3606","IL18",,,"false","3606",
"1",,"ENSG00000108424",,,,"1","175","ENSG00000108424;KPNB1, importin beta","KPNB1, importin beta","KPNB1","WP4657",,"false","ENSG00000108424;KPNB1, importin beta",
"1",,"ENSG00000255150",,,,"1","182","EID3","EID3","EID3","WP5407",,"false","EID3",
"1",,"ENSG00000116670",,,,"1","249","MAD2L2","MAD2L2","MAD2L2","WP5402",,"false","MAD2L2",
,,"ENSG00000143578",,"1",,,"157","CREB3L4","CREB3L4","CREB3L4",,"10.1038/s41586-022-04434-5","false","CREB3L4","rs10127983"
,"ANKK1","ENSG00000170209","1",,,,"189","255239","255239","ANKK1",,,"false","255239",
,"PCNT","ENSG00000160299","1",,,,"160","5116","5116","PCNT",,,"false","5116",
"1",,"ENSG00000154518",,,,"1","193","ATP5MC3","ATP5MC3","ATP5MC3","WP4932",,"false","ATP5MC3",
,"MAP2K7","ENSG00000076984","1",,,,"157","5609","5609","MAP2K7",,,"false","5609",
,,"ENSG00000164199",,"1",,,"250","GPR98","GPR98","ADGRV1",,"10.1038/s41586-022-04434-5","false","GPR98","rs12188094"
,"GNPAT","ENSG00000116906","1",,,,"251","8443","8443","GNPAT",,,"false","8443",
,"NPAS2","ENSG00000170485","1",,,,"175","4862","4862","NPAS2",,,"false","4862",
,"TMSB10","ENSG00000034510","1",,,,"252","9168","9168","TMSB10",,,"false","9168",
"1",,"ENSG00000128591",,,,"1","168","ENSG00000128591;FLNC","FLNC","FLNC","WP5399, WP5406",,"false","ENSG00000128591;FLNC",
,"PPP1R1B","ENSG00000131771","1",,,"1","168","84152;DARPP-32, PPP1R1B;ENSG00000131771","DARPP-32, PPP1R1B","PPP1R1B","WP4222",,"false","84152;DARPP-32, PPP1R1B;ENSG00000131771",
"1",,"ENSG00000122367",,,,"1","168","ENSG00000122367;LDB3","LDB3","LDB3","WP5402",,"false","ENSG00000122367;LDB3",
"1",,"ENSG00000225830",,,,"1","175","ERCC6","ERCC6","ERCC6","WP4932",,"false","ERCC6",
,"HLA-E","ENSG00000204592","1",,,,"159","3133","3133","HLA-E",,,"false","3133",
,"HERC2","ENSG00000128731","1",,,,"175","8924","8924","HERC2",,,"false","8924",
,,"ENSG00000167165",,,,"1","189","UGT1A6","UGT1A6","UGT1A6","WP408",,"false","UGT1A6",
,"GLS","ENSG00000115419","1",,,,"189","2744","2744","GLS",,,"false","2744",
"1",,"ENSG00000147324",,,,"1","168","ENSG00000147324;MFHAS1","MFHAS1","MFHAS1","WP5346",,"false","ENSG00000147324;MFHAS1",
,"SRSF10","ENSG00000188529","1",,,,"175","10772","10772","SRSF10",,,"false","10772",
"1",,"ENSG00000034713",,,,"1","175","GABARAPL2","GABARAPL2","GABARAPL2","WP5412",,"false","GABARAPL2",
,"VRK2","ENSG00000028116","1",,,,"253","7444","7444","VRK2",,,"false","7444",
,"ANK3","ENSG00000151150","1",,,,"167","288","288","ANK3",,,"false","288",
"1",,"ENSG00000188100",,,,"1","254","FAM25A","FAM25A","FAM25A","WP5402",,"false","FAM25A",
,"SP1","ENSG00000185591","1",,,"1","157","6667;SP1","SP1","SP1","WP408",,"false","6667;SP1",
"1",,"ENSG00000150995",,,,"1","189","ENSG00000150995;IP3 receptor, IP3R1, ITPR1","IP3 receptor, IP3R1, ITPR1","ITPR1","WP5408",,"false","ENSG00000150995;IP3 receptor, IP3R1, ITPR1",
,"SLC38A2","ENSG00000134294","1",,,,"255","54407","54407","SLC38A2",,,"false","54407",
,"IL17C","ENSG00000124391","1",,,,"256","27189","27189","IL17C",,,"false","27189",
"1",,"ENSG00000094631",,,,"1","175","ENSG00000094631;HDAC6","HDAC6","HDAC6","WP4932",,"false","ENSG00000094631;HDAC6",
,"NTNG2","ENSG00000196358","1",,,,"257","84628","84628","NTNG2",,,"false","84628",
"1",,"ENSG00000130669",,,,"1","157","ENSG00000130669;PAK4","PAK4","PAK4","WP4657",,"false","ENSG00000130669;PAK4",
"1",,"ENSG00000197747",,,,"1","166","ENSG00000197747;S100A10","S100A10","S100A10","WP5346",,"false","ENSG00000197747;S100A10",
,"CNTNAP2","ENSG00000174469","1",,,,"168","26047","26047","CNTNAP2",,,"false","26047",
,"DIXDC1","ENSG00000150764","1",,,,"160","85458","85458","DIXDC1",,,"false","85458",
"1","TRPM1","ENSG00000134160","1",,,"1","189","4308;ENSG00000134160;TRPM1","TRPM1","TRPM1","WP4942, WP5407",,"false","4308;ENSG00000134160;TRPM1",
,"ST6GALNAC1","ENSG00000070526","1",,,,"162","55808","55808","ST6GALNAC1",,,"false","55808",
,,"ENSG00000122584",,"1",,,"168","NXPH1","NXPH1","NXPH1",,"10.1038/s41586-022-04434-5","false","NXPH1","rs11972718"
,,"ENSG00000104687",,,,"1","189","GSR","GSR","GSR","WP408",,"false","GSR",
,"EDEM2","ENSG00000088298","1",,,,"258","55741","55741","EDEM2",,,"false","55741",
,,"ENSG00000172817",,"1",,,"259","CYP7B1","CYP7B1","CYP7B1",,"10.1038/s41586-022-04434-5","false","CYP7B1","rs10957321"
"1",,"ENSG00000099910",,,,"1","175","KLHL22","KLHL22","KLHL22","WP4657",,"false","KLHL22",
,"DGCR6","ENSG00000183628","1",,,,"260","8214","8214","DGCR6",,,"false","8214",
"1","GRIA3","ENSG00000125675","1",,,"1","168","2892;ENSG00000125675;GRIA3","GRIA3","GRIA3","WP3584, WP5398",,"false","2892;ENSG00000125675;GRIA3",
,"FBP1","ENSG00000165140","1",,,,"156","2203","2203","FBP1",,,"false","2203",
"1",,"ENSG00000139505",,,,"1","261","ENSG00000139505;MTMR6","MTMR6","MTMR6","WP5346",,"false","ENSG00000139505;MTMR6",
,"RAPGEF5","ENSG00000136237","1",,,,"262","9771","9771","RAPGEF5",,,"false","9771",
,"ZNF480","ENSG00000198464","1",,,,"263","147657","147657","ZNF480",,,"false","147657",
,"RGS5","ENSG00000143248","1",,,,"264","8490","8490","RGS5",,,"false","8490",
"1",,"ENSG00000136383",,,,"1","265","ALPK3","ALPK3","ALPK3","WP5408",,"false","ALPK3",
"1",,"ENSG00000086730",,,,"1","157","ENSG00000086730;LAT2","LAT2","LAT2","WP4932",,"false","ENSG00000086730;LAT2",
"1",,"ENSG00000119231",,,,"1","266","SENP5","SENP5","SENP5","WP4906",,"false","SENP5",
,"XRCC4","ENSG00000152422","1",,,,"175","7518","7518","XRCC4",,,"false","7518",
,"ADCYAP1R1","ENSG00000078549","1",,,,"155","117","117","ADCYAP1R1",,,"false","117",
"1",,"ENSG00000127863",,,,"1","163","TNFRSF19","TNFRSF19","TNFRSF19","WP5406",,"false","TNFRSF19",
"1",,"ENSG00000183853",,,,"1","161","ENSG00000183853;KIRREL1","KIRREL1","KIRREL1","WP4905",,"false","ENSG00000183853;KIRREL1",
,"GRIK4","ENSG00000149403","1",,,,"168","2900","2900","GRIK4",,,"false","2900",
,,"ENSG00000072134",,"1",,,"165","EPN2","EPN2","EPN2",,"10.1038/s41586-022-04434-5","false","EPN2","rs4073003"
"1",,"ENSG00000121274",,,,"1","267","ENSG00000121274;TENT4B","TENT4B","TENT4B","WP5408",,"false","ENSG00000121274;TENT4B",
"1","EGF","ENSG00000138798","1",,,"1","157","1950;EGF;ENSG00000138798","EGF","EGF","WP5408",,"false","1950;EGF;ENSG00000138798",
,"PANX2","ENSG00000073150","1",,,,"268","56666","56666","PANX2",,,"false","56666",
,"SLC7A10","ENSG00000130876","1",,,,"269","56301","56301","SLC7A10",,,"false","56301",
,"CCDC137","ENSG00000185298","1",,,,"270","339230","339230","CCDC137",,,"false","339230",
