AOid	AOPid	AOPtitle	AOtitle	Ensembl	HGNC	index	KEid	KEtitle	name	selected	shared.name	label	type
	https://identifiers.org/aop/39	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response				164862			https://identifiers.org/aop/39	false	https://identifiers.org/aop/39	Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response	AOP
https://identifiers.org/aop.events/323			Increased, Disease susceptibility			164865			https://identifiers.org/aop.events/323	false	https://identifiers.org/aop.events/323	Increased, Disease susceptibility	AO
	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility				164868			https://identifiers.org/aop/14	false	https://identifiers.org/aop/14	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility	AOP
https://identifiers.org/aop.events/341			Impairment, Learning and memory			164871			https://identifiers.org/aop.events/341	false	https://identifiers.org/aop.events/341	Impairment, Learning and memory	AO
	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging				164874			https://identifiers.org/aop/12	false	https://identifiers.org/aop/12	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging	AOP
	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities				164877			https://identifiers.org/aop/13	false	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities	AOP
	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis				164880			https://identifiers.org/aop/500	false	https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis	AOP
	https://identifiers.org/aop/483	Deposition of Energy Leading to Learning and Memory Impairment				164883			https://identifiers.org/aop/483	false	https://identifiers.org/aop/483	Deposition of Energy Leading to Learning and Memory Impairment	AOP
	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory				164886			https://identifiers.org/aop/17	false	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory	AOP
	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.				164889			https://identifiers.org/aop/48	false	https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.	AOP
	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment				164892			https://identifiers.org/aop/54	false	https://identifiers.org/aop/54	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment	AOP
https://identifiers.org/aop.events/344			N/A, Liver fibrosis			164895			https://identifiers.org/aop.events/344	false	https://identifiers.org/aop.events/344	N/A, Liver fibrosis	AO
	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis				164898			https://identifiers.org/aop/38	false	https://identifiers.org/aop/38	Protein Alkylation leading to Liver Fibrosis	AOP
	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis				164901			https://identifiers.org/aop/494	false	https://identifiers.org/aop/494	AhR activation leading to liver fibrosis	AOP
	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis				164904			https://identifiers.org/aop/144	false	https://identifiers.org/aop/144	Endocytic lysosomal uptake leading to liver fibrosis	AOP
https://identifiers.org/aop.events/345			N/A, Liver Steatosis			164907			https://identifiers.org/aop.events/345	false	https://identifiers.org/aop.events/345	N/A, Liver Steatosis	AO
	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis				164910			https://identifiers.org/aop/34	false	https://identifiers.org/aop/34	LXR activation leading to hepatic steatosis	AOP
https://identifiers.org/aop.events/350			Increase, Mortality			164913			https://identifiers.org/aop.events/350	false	https://identifiers.org/aop.events/350	Increase, Mortality	AO
https://identifiers.org/aop.events/351			Increased Mortality			164916			https://identifiers.org/aop.events/351	false	https://identifiers.org/aop.events/351	Increased Mortality	AO
	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear				164919			https://identifiers.org/aop/410	false	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear	AOP
	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality				164922			https://identifiers.org/aop/320	false	https://identifiers.org/aop/320	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality	AOP
https://identifiers.org/aop.events/352			N/A, Neurodegeneration			164925			https://identifiers.org/aop.events/352	false	https://identifiers.org/aop.events/352	N/A, Neurodegeneration	AO
	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration				164928			https://identifiers.org/aop/281	false	https://identifiers.org/aop/281	Acetylcholinesterase Inhibition Leading to Neurodegeneration	AOP
https://identifiers.org/aop.events/357			Cholestasis, Pathology			164931			https://identifiers.org/aop.events/357	false	https://identifiers.org/aop.events/357	Cholestasis, Pathology	AO
	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)				164934			https://identifiers.org/aop/27	false	https://identifiers.org/aop/27	Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11)	AOP
https://identifiers.org/aop.events/360			Decrease, Population growth rate			164937			https://identifiers.org/aop.events/360	false	https://identifiers.org/aop.events/360	Decrease, Population growth rate	AO
https://identifiers.org/aop.events/402			Cognitive Function, Decreased			164940			https://identifiers.org/aop.events/402	false	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	AO
	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity				164943			https://identifiers.org/aop/152	false	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity	AOP
https://identifiers.org/aop.events/459			Increased, Liver Steatosis			164946			https://identifiers.org/aop.events/459	false	https://identifiers.org/aop.events/459	Increased, Liver Steatosis	AO
	https://identifiers.org/aop/518	Liver X Receptor (LXR) activation leads to liver steatosis				164949			https://identifiers.org/aop/518	false	https://identifiers.org/aop/518	Liver X Receptor (LXR) activation leads to liver steatosis	AOP
	https://identifiers.org/aop/58	NR1I3 (CAR) suppression leading to hepatic steatosis				164952			https://identifiers.org/aop/58	false	https://identifiers.org/aop/58	NR1I3 (CAR) suppression leading to hepatic steatosis	AOP
https://identifiers.org/aop.events/520			Decreased sperm quantity or quality in the adult, Decreased fertility			164955			https://identifiers.org/aop.events/520	false	https://identifiers.org/aop.events/520	Decreased sperm quantity or quality in the adult, Decreased fertility	AO
https://identifiers.org/aop.events/637			impaired, Learning and memory			164958			https://identifiers.org/aop.events/637	false	https://identifiers.org/aop.events/637	impaired, Learning and memory	AO
https://identifiers.org/aop.events/719			Increase, hepatocellular adenomas and carcinomas			164961			https://identifiers.org/aop.events/719	false	https://identifiers.org/aop.events/719	Increase, hepatocellular adenomas and carcinomas	AO
	https://identifiers.org/aop/108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)				164964			https://identifiers.org/aop/108	false	https://identifiers.org/aop/108	Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat)	AOP
https://identifiers.org/aop.events/759			Increased, Kidney Failure			164967			https://identifiers.org/aop.events/759	false	https://identifiers.org/aop.events/759	Increased, Kidney Failure	AO
	https://identifiers.org/aop/447	Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways				164970			https://identifiers.org/aop/447	false	https://identifiers.org/aop/447	Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways	AOP
https://identifiers.org/aop.events/814			Occurrence, Kidney toxicity			164973			https://identifiers.org/aop.events/814	false	https://identifiers.org/aop.events/814	Occurrence, Kidney toxicity	AO
	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity				164976			https://identifiers.org/aop/257	false	https://identifiers.org/aop/257	Receptor mediated endocytosis and lysosomal overload leading to kidney toxicity	AOP
https://identifiers.org/aop.events/827			sensitisation, skin			164979			https://identifiers.org/aop.events/827	false	https://identifiers.org/aop.events/827	sensitisation, skin	AO
	https://identifiers.org/aop/40	Covalent Protein binding leading to Skin Sensitisation				164982			https://identifiers.org/aop/40	false	https://identifiers.org/aop/40	Covalent Protein binding leading to Skin Sensitisation	AOP
https://identifiers.org/aop.events/856			Formation, Hepatocellular and Bile duct tumors			164985			https://identifiers.org/aop.events/856	false	https://identifiers.org/aop.events/856	Formation, Hepatocellular and Bile duct tumors	AO
	https://identifiers.org/aop/41	Sustained AhR Activation leading to Rodent Liver Tumours				164988			https://identifiers.org/aop/41	false	https://identifiers.org/aop/41	Sustained AhR Activation leading to Rodent Liver Tumours	AOP
https://identifiers.org/aop.events/872			Increase, Site of Contact Nasal Tumors			164991			https://identifiers.org/aop.events/872	false	https://identifiers.org/aop.events/872	Increase, Site of Contact Nasal Tumors	AO
	https://identifiers.org/aop/368	Cytochrome oxidase inhibition leading to olfactory nasal lesions				164994			https://identifiers.org/aop/368	false	https://identifiers.org/aop/368	Cytochrome oxidase inhibition leading to olfactory nasal lesions	AOP
https://identifiers.org/aop.events/885			Increase, Cancer			164997			https://identifiers.org/aop.events/885	false	https://identifiers.org/aop.events/885	Increase, Cancer	AO
	https://identifiers.org/aop/513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway				165000			https://identifiers.org/aop/513	false	https://identifiers.org/aop/513	Reactive Oxygen (ROS) formation leads to cancer via Peroxisome proliferation-activated receptor (PPAR) pathway	AOP
	https://identifiers.org/aop/505	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway				165003			https://identifiers.org/aop/505	false	https://identifiers.org/aop/505	Reactive Oxygen Species (ROS) formation leads to cancer via inflammation pathway	AOP
https://identifiers.org/aop.events/896			Parkinsonian motor deficits			165006			https://identifiers.org/aop.events/896	false	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	AO
	https://identifiers.org/aop/464	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits				165009			https://identifiers.org/aop/464	false	https://identifiers.org/aop/464	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits	AOP
	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits				165012			https://identifiers.org/aop/3	false	https://identifiers.org/aop/3	Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits	AOP
https://identifiers.org/aop.events/952			Hypertension			165015			https://identifiers.org/aop.events/952	false	https://identifiers.org/aop.events/952	Hypertension	AO
	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension				165018			https://identifiers.org/aop/149	false	https://identifiers.org/aop/149	Peptide Oxidation Leading to Hypertension	AOP
https://identifiers.org/aop.events/984			Impairment, T-cell dependent antibody response			165021			https://identifiers.org/aop.events/984	false	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	AO
	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response				165024			https://identifiers.org/aop/154	false	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response	AOP
	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response				165027			https://identifiers.org/aop/277	false	https://identifiers.org/aop/277	Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response	AOP
				ENSG00000100294	MCAT	165030			ENSG00000100294	false	ENSG00000100294	MCAT	gene
				ENSG00000047457	CP	165033			ENSG00000047457	false	ENSG00000047457	CP	gene
				ENSG00000118271	TTR	165036			ENSG00000118271	false	ENSG00000118271	TTR	gene
				ENSG00000142208	AKT1	165039			ENSG00000142208	false	ENSG00000142208	AKT1	gene
				ENSG00000196396	PTPN1	165042			ENSG00000196396	false	ENSG00000196396	PTPN1	gene
				ENSG00000108823	SGCA	165045			ENSG00000108823	false	ENSG00000108823	SGCA	gene
				ENSG00000164733	CTSB	165048			ENSG00000164733	false	ENSG00000164733	CTSB	gene
				ENSG00000117984	CTSD	165051			ENSG00000117984	false	ENSG00000117984	CTSD	gene
				ENSG00000271503	CCL5	165054			ENSG00000271503	false	ENSG00000271503	CCL5	gene
				ENSG00000189056	RELN	165057			ENSG00000189056	false	ENSG00000189056	RELN	gene
				ENSG00000100362	PVALB	165060			ENSG00000100362	false	ENSG00000100362	PVALB	gene
				ENSG00000064651	SLC12A2	165063			ENSG00000064651	false	ENSG00000064651	SLC12A2	gene
				ENSG00000157005	SST	165066			ENSG00000157005	false	ENSG00000157005	SST	gene
				ENSG00000146469	VIP	165069			ENSG00000146469	false	ENSG00000146469	VIP	gene
				ENSG00000089250	NOS1	165072			ENSG00000089250	false	ENSG00000089250	NOS1	gene
				ENSG00000090339	ICAM1	165075			ENSG00000090339	false	ENSG00000090339	ICAM1	gene
				ENSG00000067560	RHOA	165078			ENSG00000067560	false	ENSG00000067560	RHOA	gene
				ENSG00000028137	TNFRSF1B	165081			ENSG00000028137	false	ENSG00000028137	TNFRSF1B	gene
				ENSG00000064300	NGFR	165084			ENSG00000064300	false	ENSG00000064300	NGFR	gene
				ENSG00000278540	ACACA	165087			ENSG00000278540	false	ENSG00000278540	ACACA	gene
				ENSG00000125538	IL1B	165090			ENSG00000125538	false	ENSG00000125538	IL1B	gene
				ENSG00000126456	IRF3	165093			ENSG00000126456	false	ENSG00000126456	IRF3	gene
				ENSG00000070193	FGF10	165096			ENSG00000070193	false	ENSG00000070193	FGF10	gene
				ENSG00000066468	FGFR2	165099			ENSG00000066468	false	ENSG00000066468	FGFR2	gene
				ENSG00000164690	SHH	165102			ENSG00000164690	false	ENSG00000164690	SHH	gene
				ENSG00000162409	PRKAA2	165105			ENSG00000162409	false	ENSG00000162409	PRKAA2	gene
				ENSG00000112062	MAPK14	165108			ENSG00000112062	false	ENSG00000112062	MAPK14	gene
				ENSG00000157017	GHRL	165111			ENSG00000157017	false	ENSG00000157017	GHRL	gene
				ENSG00000133636	NTS	165114			ENSG00000133636	false	ENSG00000133636	NTS	gene
				ENSG00000103546	SLC6A2	165117			ENSG00000103546	false	ENSG00000103546	SLC6A2	gene
				ENSG00000144381	HSPD1	165120			ENSG00000144381	false	ENSG00000144381	HSPD1	gene
				ENSG00000067182	TNFRSF1A	165123			ENSG00000067182	false	ENSG00000067182	TNFRSF1A	gene
				ENSG00000164342	TLR3	165126			ENSG00000164342	false	ENSG00000164342	TLR3	gene
				ENSG00000170458	CD14	165129			ENSG00000170458	false	ENSG00000170458	CD14	gene
				ENSG00000126561	STAT5A	165132			ENSG00000126561	false	ENSG00000126561	STAT5A	gene
				ENSG00000173039	RELA	165135			ENSG00000173039	false	ENSG00000173039	RELA	gene
				ENSG00000072310	SREBF1	165138			ENSG00000072310	false	ENSG00000072310	SREBF1	gene
				ENSG00000026103	FAS	165141			ENSG00000026103	false	ENSG00000026103	FAS	gene
				ENSG00000175445	LPL	165144			ENSG00000175445	false	ENSG00000175445	LPL	gene
				ENSG00000171791	BCL2	165147			ENSG00000171791	false	ENSG00000171791	BCL2	gene
				ENSG00000136634	IL10	165150			ENSG00000136634	false	ENSG00000136634	IL10	gene
				ENSG00000164399	IL3	165153			ENSG00000164399	false	ENSG00000164399	IL3	gene
				ENSG00000163599	CTLA4	165156			ENSG00000163599	false	ENSG00000163599	CTLA4	gene
				ENSG00000108691	CCL2	165159			ENSG00000108691	false	ENSG00000108691	CCL2	gene
				ENSG00000232810	TNF	165162			ENSG00000232810	false	ENSG00000232810	TNF	gene
				ENSG00000164400	CSF2	165165			ENSG00000164400	false	ENSG00000164400	CSF2	gene
				ENSG00000136869	TLR4	165168			ENSG00000136869	false	ENSG00000136869	TLR4	gene
				ENSG00000150782	IL18	165171			ENSG00000150782	false	ENSG00000150782	IL18	gene
				ENSG00000137462	TLR2	165174			ENSG00000137462	false	ENSG00000137462	TLR2	gene
				ENSG00000168621	GDNF	165177			ENSG00000168621	false	ENSG00000168621	GDNF	gene
				ENSG00000176697	BDNF	165180			ENSG00000176697	false	ENSG00000176697	BDNF	gene
				ENSG00000086730	LAT2	165183			ENSG00000086730	false	ENSG00000086730	LAT2	gene
				ENSG00000136244	IL6	165186			ENSG00000136244	false	ENSG00000136244	IL6	gene
				ENSG00000105976	MET	165189			ENSG00000105976	false	ENSG00000105976	MET	gene
				ENSG00000100030	MAPK1	165192			ENSG00000100030	false	ENSG00000100030	MAPK1	gene
				ENSG00000138798	EGF	165195			ENSG00000138798	false	ENSG00000138798	EGF	gene
				ENSG00000132693	CRP	165198			ENSG00000132693	false	ENSG00000132693	CRP	gene
				ENSG00000142192	APP	165201			ENSG00000142192	false	ENSG00000142192	APP	gene
				ENSG00000134982	APC	165204			ENSG00000134982	false	ENSG00000134982	APC	gene
				ENSG00000110092	CCND1	165207			ENSG00000110092	false	ENSG00000110092	CCND1	gene
				ENSG00000136997	MYC	165210			ENSG00000136997	false	ENSG00000136997	MYC	gene
				ENSG00000100644	HIF1A	165213			ENSG00000100644	false	ENSG00000100644	HIF1A	gene
				ENSG00000168036	CTNNB1	165216			ENSG00000168036	false	ENSG00000168036	CTNNB1	gene
				ENSG00000107643	MAPK8	165219			ENSG00000107643	false	ENSG00000107643	MAPK8	gene
				ENSG00000123384	LRP1	165222			ENSG00000123384	false	ENSG00000123384	LRP1	gene
				ENSG00000103126	AXIN1	165225			ENSG00000103126	false	ENSG00000103126	AXIN1	gene
				ENSG00000148737	TCF7L2	165228			ENSG00000148737	false	ENSG00000148737	TCF7L2	gene
				ENSG00000132670	PTPRA	165231			ENSG00000132670	false	ENSG00000132670	PTPRA	gene
				ENSG00000109320	NFKB1	165234			ENSG00000109320	false	ENSG00000109320	NFKB1	gene
				ENSG00000077782	FGFR1	165237			ENSG00000077782	false	ENSG00000077782	FGFR1	gene
				ENSG00000134460	IL2RA	165240			ENSG00000134460	false	ENSG00000134460	IL2RA	gene
				ENSG00000177606	JUN	165243			ENSG00000177606	false	ENSG00000177606	JUN	gene
				ENSG00000015475	BID	165246			ENSG00000015475	false	ENSG00000015475	BID	gene
				ENSG00000170345	FOS	165249			ENSG00000170345	false	ENSG00000170345	FOS	gene
				ENSG00000109471	IL2	165252			ENSG00000109471	false	ENSG00000109471	IL2	gene
				ENSG00000113520	IL4	165255			ENSG00000113520	false	ENSG00000113520	IL4	gene
				ENSG00000141510	TP53	165258			ENSG00000141510	false	ENSG00000141510	TP53	gene
				ENSG00000121879	PIK3CA	165261			ENSG00000121879	false	ENSG00000121879	PIK3CA	gene
				ENSG00000146648	EGFR	165264			ENSG00000146648	false	ENSG00000146648	EGFR	gene
