"CNVassociated","Ensembl","fromDisGeNET","fromPublication","fromWikiPathways","gLayCluster","HGNCsymbol","name","name.copy","PathwayID","Publication.doi","selected","shared name","snpID","WPNodeID","WPNodeIDType"
,"ENSG00000196132",,,"1","165","MYT1","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1;ENSG00000196132","WP3584",,"false","EML4, MGAT4B, MYT1, PSMD11, RBMS1, SRD6A1, SYBL1",,"ENSG00000196132","ensembl"
"1","ENSG00000163960",,,"1","138","UBXN7","UBXN7","ENSG00000163960;UBXN7","WP4906",,"false","UBXN7",,"ENSG00000163960","ensembl"
"1","ENSG00000163959",,,"1","166","SLC51A","SLC51A","SLC51A","WP4906",,"false","SLC51A",,"ENSG00000163959","ensembl"
"1","ENSG00000163958",,,"1","167","ZDHHC19","ZDHHC19","ZDHHC19","WP4906",,"false","ZDHHC19",,"ENSG00000163958","ensembl"
"1","ENSG00000148672",,,"1","140","GLUD1","GLUD1","ENSG00000148672;GLUD1","WP4657, WP5402",,"false","GLUD1",,"ENSG00000148672","ensembl"
"1","ENSG00000143627",,,"1","147","PKLR","PKLR","ENSG00000143627;PKLR","WP4932",,"false","PKLR",,"ENSG00000143627","ensembl"
"1","ENSG00000050820",,,"1","137","BCAR1","BCAR1","BCAR1","WP5399",,"false","BCAR1",,"ENSG00000050820","ensembl"
"1","ENSG00000168036",,,"1","137","CTNNB1","B-Catenin, CTNNB1","B-Catenin, CTNNB1;ENSG00000168036","WP4905, WP4932, WP5346",,"false","B-Catenin, CTNNB1",,"ENSG00000168036","ensembl"
"1","ENSG00000132382",,,"1","158","MYBBP1A","MYBBP1A","MYBBP1A","WP4932",,"false","MYBBP1A",,"Q9BQG0","uniprot"
"1","ENSG00000118900",,,"1","138","UBN1","UBN1","ENSG00000118900;UBN1","WP5407",,"false","UBN1",,"ENSG00000118900","ensembl"
,"ENSG00000103423",,"1",,"168","DNAJA3","DNAJA3","DNAJA3",,"10.1038/s41586-022-04434-5","false","DNAJA3","rs8048039",,
"1","ENSG00000049540",,,"1","162","ELN","ELN","ELN;ENSG00000049540","WP4932",,"false","ELN",,"ENSG00000049540","ensembl"
"1","ENSG00000156831",,,"1","142","NSMCE2","NSMCE2","NSMCE2","WP5407",,"false","NSMCE2",,"Q96MF7","uniprot"
"1","ENSG00000271503",,,"1","137","CCL5","CCL5","CCL5;ENSG00000271503","WP4942, WP5407",,"false","CCL5",,"ENSG00000271503","ensembl"
"1","ENSG00000136937",,,"1","158","NCBP1","NCBP1","NCBP1","WP4906",,"false","NCBP1",,"ENSG00000136937","ensembl"
"1","ENSG00000144895",,,"1","169","EIF2A","EIF2A","EIF2A;ENSG00000144895","WP4932",,"false","EIF2A",,"ENSG00000144895","ensembl"
"1","ENSG00000198668",,,"1","147","CALM1","CALM, CALM1, CAM, CaM, Calmodulin","CALM, CALM1, CAM, CaM, Calmodulin;ENSG00000198668","WP5407",,"false","CALM, CALM1, CAM, CaM, Calmodulin",,"ENSG00000198668","ensembl"
,"ENSG00000183166",,"1",,"170","CALN1","CALN1","CALN1",,"10.1038/s41586-022-04434-5","false","CALN1","rs2944821",,
"1","ENSG00000168487",,,"1","171","BMP1","BMP, BMP1","BMP, BMP1;ENSG00000168487","WP5346",,"false","BMP, BMP1",,"ENSG00000168487","ensembl"
"1","ENSG00000214575",,,"1","142","CPEB1","CPEB1","CPEB1;ENSG00000214575","WP5408",,"false","CPEB1",,"ENSG00000214575","ensembl"
"1","ENSG00000103126",,,"1","137","AXIN1","AXIN1","AXIN1;ENSG00000103126","WP5346",,"false","AXIN1",,"ENSG00000103126","ensembl"
"1","ENSG00000137822",,,"1","172","TUBGCP4","TUBGCP4","TUBGCP4","WP4940",,"false","TUBGCP4",,"ENSG00000137822","ensembl"
"1","ENSG00000157168",,,"1","171","NRG1","NRG1","ENSG00000157168;NRG1","WP4932",,"false","NRG1",,"ENSG00000157168","ensembl"
,"ENSG00000156973",,,"1","173","PDE6D","PDE6D","PDE6D","WP4222",,"false","PDE6D",,"ENSG00000156973","ensembl"
"1","ENSG00000169926",,,"1","174","KLF13","KLF13","ENSG00000169926;KLF13","WP4942, WP5407",,"false","KLF13",,"ENSG00000169926","ensembl"
,"ENSG00000184845",,,"1","175","DRD1","DRD1","DRD1;ENSG00000184845","WP4222",,"false","DRD1",,"ENSG00000184845","ensembl"
,"ENSG00000096060",,,"1","137","FKBP5","FKBP5","FKBP5","WP3584",,"false","FKBP5",,"ENSG00000096060","ensembl"
,"ENSG00000159176",,,"1","176","CSRP1","CSRP1","CSRP1","WP3584",,"false","CSRP1",,"ENSG00000159176","ensembl"
"1","ENSG00000127586",,,"1","142","CHTF18","CHTF18","CHTF18;ENSG00000127586","WP4932",,"false","CHTF18",,"ENSG00000127586","ensembl"
,"ENSG00000204969",,"1",,"177","PCDHA2","PCDHA2","PCDHA2",,"10.1038/s41586-022-04434-5","false","PCDHA2","rs10069930",,
,"ENSG00000008394",,,"1","135","MGST1","MGST1","MGST1","WP408",,"false","MGST1",,"4257","ncbigene"
"1","ENSG00000156232",,,"1","137","WHAMM","WHAMM","WHAMM","WP5408",,"false","WHAMM",,"ENSG00000156232","ensembl"
,"ENSG00000120071",,"1",,"138","KANSL1","KANSL1","KANSL1",,"10.1038/s41586-022-04434-5","false","KANSL1","rs2532240",,
"1","ENSG00000082512",,,"1","178","TRAF5","TRAF5","TRAF5","WP5406",,"false","TRAF5",,"ENSG00000082512","ensembl"
"1","ENSG00000104067",,,"1","144","TJP1","TJP1","ENSG00000104067;TJP1","WP4875, WP4905, WP5407",,"false","TJP1",,"ENSG00000104067","ensembl"
"1","ENSG00000100387",,,"1","138","RBX1","RBX1","RBX1","WP4657",,"false","RBX1",,"ENSG00000100387","ensembl"
"1","ENSG00000099624",,,"1","140","ATP5F1D","ATP5D","ATP5D","WP4932",,"false","ATP5D",,"ENSG00000099624","ensembl"
,"ENSG00000167004",,"1",,"164","PDIA3","PDIA3","PDIA3",,"10.1038/s41586-022-04434-5","false","PDIA3","rs2929278",,
"1","ENSG00000145107",,,"1","179","TM4SF19","TM4SF19","TM4SF19","WP4906",,"false","TM4SF19",,"ENSG00000145107","ensembl"
"1","ENSG00000010704",,,"1","150","HFE","HFE","ENSG00000010704;HFE","WP4906",,"false","HFE",,"ENSG00000010704","ensembl"
"1","ENSG00000140600",,,"1","153","SH3GL3","SH3GL3","ENSG00000140600;SH3GL3","WP5402, WP5408",,"false","SH3GL3",,"ENSG00000140600","ensembl"
"1","ENSG00000263001",,,"1","147","GTF2I","GTF2I","ENSG00000263001;GTF2I","WP4932",,"false","GTF2I",,"ENSG00000263001","ensembl"
"1","ENSG00000108061",,,"1","147","SHOC2","SHOC2","SHOC2","WP4657",,"false","SHOC2",,"ENSG00000108061","ensembl"
"1","ENSG00000161671",,,"1","180","EMC10","EMC10","EMC10;ENSG00000161671","WP4657",,"false","EMC10",,"ENSG00000161671","ensembl"
"1","ENSG00000118363",,,"1","129","SPCS2","SPCS2","SPCS2","WP5408",,"false","SPCS2",,"ENSG00000118363","ensembl"
,"ENSG00000001084",,,"1","137","GCLC","GCLC","GCLC","WP408",,"false","GCLC",,"2729","ncbigene"
,"ENSG00000131409",,"1",,"181","LRRC4B","LRRC4B","LRRC4B",,"10.1038/s41586-022-04434-5","false","LRRC4B","rs2387414",,
"1","ENSG00000146755",,,"1","182","TRIM50","TRIM50","ENSG00000146755;TRIM50","WP4932",,"false","TRIM50",,"ENSG00000146755","ensembl"
,"ENSG00000111886",,,"1","183","GABRR2","GABRR2","ENSG00000111886;GABRR2","WP3584",,"false","GABRR2",,"ENSG00000111886","ensembl"
"1","ENSG00000124795",,,"1","158","DEK","DEK","DEK","WP4932",,"false","DEK",,"P35659","uniprot"
,"ENSG00000117593",,"1",,"184","DARS2","DARS2","DARS2",,"10.1038/s41586-022-04434-5","false","DARS2","rs61828917",,
,"ENSG00000142599",,"1",,"137","RERE","RERE","RERE",,"10.1038/s41586-022-04434-5","false","RERE","rs11121172",,
"1","ENSG00000146425",,,"1","143","DYNLT1","DYNLT1","DYNLT1","WP4906",,"false","DYNLT1",,"ENSG00000146425","ensembl"
"1","ENSG00000162836",,,"1","185","ACP6","ACP6","ACP6","WP4905",,"false","ACP6",,"ENSG00000162836","ensembl"
"1","ENSG00000122376",,,"1","142","SHLD2","SHLD2","SHLD2","WP5402",,"false","SHLD2",,"ENSG00000122376","ensembl"
"1","ENSG00000121634",,,"1","144","GJA8","GJA8","ENSG00000121634;GJA8","WP4905",,"false","GJA8",,"ENSG00000121634","ensembl"
"1","ENSG00000169375",,,"1","137","SIN3A","SIN3A","SIN3A","WP3584, WP5407",,"false","SIN3A",,"ENSG00000169375","ensembl"
"1","ENSG00000123096",,,"1","160","SSPN","SSPN","SSPN","WP5406",,"false","SSPN",,"ENSG00000123096","ensembl"
"1","ENSG00000213024",,,"1","158","NUP62","NUP62","ENSG00000213024;NUP62","WP4932",,"false","NUP62",,"ENSG00000213024","ensembl"
,"ENSG00000112893",,"1",,"186","MAN2A1","MAN2A1","MAN2A1",,"10.1038/s41586-022-04434-5","false","MAN2A1","rs35164357",,
"1","ENSG00000106617",,,"1","152","PRKAG2","PRKAG2","PRKAG2","WP4905",,"false","PRKAG2",,"ENSG00000106617","ensembl"
,"ENSG00000120658",,"1",,"187","ENOX1","ENOX1","ENOX1",,"10.1038/s41586-022-04434-5","false","ENOX1","rs11619756",,
"1","ENSG00000159423",,,"1","140","ALDH4A1","ALDH4A1","ALDH4A1","WP4657",,"false","ALDH4A1",,"ENSG00000159423","ensembl"
,"ENSG00000041357",,"1",,"188","PSMA4","PSMA4","PSMA4",,"10.1038/s41586-022-04434-5","false","PSMA4","rs3813567",,
,"ENSG00000197283",,,"1","147","SYNGAP1","SYNGAP1","SYNGAP1","WP4875",,"false","SYNGAP1",,"ENSG00000197283","ensembl"
"1","ENSG00000187553",,,"1","135","CYP26C1","CYP26C1","CYP26C1","WP4657",,"false","CYP26C1",,"ENSG00000187553","ensembl"
"1","ENSG00000102683",,,"1","160","SGCG","SGCG","ENSG00000102683;SGCG","WP5406",,"false","SGCG",,"ENSG00000102683","ensembl"
,"ENSG00000164985",,,"1","189","PSIP1","PSIP1","ENSG00000164985;PSIP1","WP3584",,"false","PSIP1",,"ENSG00000164985","ensembl"
"1","ENSG00000198626",,,"1","147","RYR2","RYR2","ENSG00000198626;RYR2","WP4875, WP5408",,"false","RYR2",,"ENSG00000198626","ensembl"
,"ENSG00000171408",,,"1","190","PDE7B","PDE7B","PDE7B","WP4222",,"false","PDE7B",,"ENSG00000171408","ensembl"
"1","ENSG00000077522",,,"1","147","ACTN2","ACTN2","ACTN2;ENSG00000077522","WP5402",,"false","ACTN2",,"ENSG00000077522","ensembl"
,"ENSG00000153707",,"1",,"147","PTPRD","PTPRD","PTPRD",,"10.1038/s41586-022-04434-5","false","PTPRD","rs2890914",,
"1","ENSG00000141971",,,"1","191","MVB12A","MVB12A","MVB12A","WP4932",,"false","MVB12A",,"ENSG00000141971","ensembl"
"1","ENSG00000075711",,,"1","147","DLG1","DLG1, DLGH1","DLG1, DLGH1;ENSG00000075711","WP4875, WP4906",,"false","DLG1, DLGH1",,"ENSG00000075711","ensembl"
,"ENSG00000089280",,,"1","158","FUS","FUS","FUS","WP3584",,"false","FUS",,"ENSG00000089280","ensembl"
"1","ENSG00000161217",,,"1","137","PCYT1A","PCYT1A","PCYT1A","WP4906",,"false","PCYT1A",,"ENSG00000161217","ensembl"
,"ENSG00000169592",,"1",,"138","INO80E","INO80E","INO80E",,"10.1038/s41586-022-04434-5","false","INO80E","rs3814883",,
"1","ENSG00000106638",,,"1","152","TBL2","TBL2","ENSG00000106638;TBL2","WP4932",,"false","TBL2",,"ENSG00000106638","ensembl"
"1","ENSG00000131791",,,"1","152","PRKAB2","AMPK, PRKAB2","AMPK, PRKAB2","WP4905",,"false","AMPK, PRKAB2",,"ENSG00000131791","ensembl"
"1","ENSG00000197696",,,"1","192","NMB","NMB","ENSG00000197696;NMB","WP5408",,"false","NMB",,"ENSG00000197696","ensembl"
"1","ENSG00000175806",,,"1","193","MSRA","MSRA, MsrA","MSRA, MsrA","WP5346",,"false","MSRA, MsrA",,"ENSG00000175806","ensembl"
,"ENSG00000121691",,,"1","158","CAT","CAT, Catalase","CAT, Catalase","WP408",,"false","CAT, Catalase",,"847","ncbigene"
,"ENSG00000175727",,"1",,"152","MLXIP","MLXIP","MLXIP",,"10.1038/s41586-022-04434-5","false","MLXIP","rs143116451",,
"1","ENSG00000091513",,,"1","150","TF","TF, foetal TF","ENSG00000091513;TF, foetal TF","WP4906",,"false","TF, foetal TF",,"ENSG00000091513","ensembl"
,"ENSG00000105650",,,"1","194","PDE4C","PDE4C","PDE4C","WP4222",,"false","PDE4C",,"ENSG00000105650","ensembl"
,"ENSG00000113448",,,"1","137","PDE4D","PDE4D","ENSG00000113448;PDE4D","WP4222",,"false","PDE4D",,"ENSG00000113448","ensembl"
,"ENSG00000169306",,"1",,"147","IL1RAPL1","IL1RAPL1","IL1RAPL1",,"10.1038/s41586-022-04434-5","false","IL1RAPL1","rs1378559",,
"1","ENSG00000067560",,,"1","137","RHOA","RHOA, RhoA","ENSG00000067560;RHOA, RhoA","WP5406",,"false","RHOA, RhoA",,"ENSG00000067560","ensembl"
"1","ENSG00000178568",,,"1","137","ERBB4","ERBB4, ErbB-4","ENSG00000178568;ERBB4, ErbB-4","WP5402",,"false","ERBB4, ErbB-4",,"ENSG00000178568","ensembl"
"1","ENSG00000133794",,,"1","137","ARNTL","ARNTL, BMAL1","ARNTL, BMAL1;ENSG00000133794","WP4657",,"false","ARNTL, BMAL1",,"ENSG00000133794","ensembl"
"1","ENSG00000156222",,,"1","195","SLC28A1","SLC28A1","SLC28A1","WP5408",,"false","SLC28A1",,"ENSG00000156222","ensembl"
"1","ENSG00000164690",,,"1","171","SHH","SHH","SHH","WP4657",,"false","SHH",,"ENSG00000164690","ensembl"
"1","ENSG00000122378",,,"1","196","PRXL2A","PRXL2A","ENSG00000122378;PRXL2A","WP5402",,"false","PRXL2A",,"ENSG00000122378","ensembl"
,"ENSG00000197136",,"1",,"197","PCNX3","PCNXL3","PCNXL3",,"10.1038/s41586-022-04434-5","false","PCNXL3","rs58950470",,
"1","ENSG00000187726",,,"1","198","DNAJB13","DNAJB13","DNAJB13","WP5402",,"false","DNAJB13",,"ENSG00000187726","ensembl"
"1","ENSG00000106635",,,"1","152","BCL7B","BCL7B","BCL7B;ENSG00000106635","WP4932",,"false","BCL7B",,"ENSG00000106635","ensembl"
"1","ENSG00000186575",,,"1","199","NF2","NF2","ENSG00000186575;NF2","WP4906",,"false","NF2",,"ENSG00000186575","ensembl"
,"ENSG00000120948",,,"1","158","TARDBP","TARDBP","TARDBP","WP3584",,"false","TARDBP",,"ENSG00000120948","ensembl"
"1","ENSG00000116128",,,"1","137","BCL9","BCL9","BCL9","WP4905",,"false","BCL9",,"ENSG00000116128","ensembl"
,"ENSG00000184903",,"1",,"200","IMMP2L","IMMP2L","IMMP2L",,"10.1038/s41586-022-04434-5","false","IMMP2L","rs38752",,
,"ENSG00000065978",,,"1","158","YBX1","YB1","ENSG00000065978;YB1","WP3584",,"false","YB1",,"ENSG00000065978","ensembl"
"1","ENSG00000206203",,,"1","201","TSSK2","TSSK2","TSSK2","WP4657",,"false","TSSK2",,"ENSG00000206203","ensembl"
,"ENSG00000128271",,,"1","135","ADORA2A","ADORA2A","ADORA2A","WP4222",,"false","ADORA2A",,"ENSG00000128271","ensembl"
"1","ENSG00000198911",,,"1","152","SREBF2","SREBF2, SREBP2, nSREBP2","SREBF2, SREBP2, nSREBP2","WP4657",,"false","SREBF2, SREBP2, nSREBP2",,"ENSG00000198911","ensembl"
,"ENSG00000078328",,,"1","202","RBFOX1","RBFOX1","RBFOX1","WP3584",,"false","RBFOX1",,"ENSG00000078328","ensembl"
"1","ENSG00000160188",,,"1","161","RSPH1","RSPH1","RSPH1","WP5402",,"false","RSPH1",,"ENSG00000160188","ensembl"
"1","ENSG00000107831",,,"1","171","FGF8","FGF8","ENSG00000107831;FGF8","WP4657",,"false","FGF8",,"ENSG00000107831","ensembl"
,"ENSG00000160191",,,"1","203","PDE9A","PDE9A","PDE9A","WP4222",,"false","PDE9A",,"ENSG00000160191","ensembl"
"1","ENSG00000165887",,,"1","204","ANKRD2","ANKRD2","ANKRD2;ENSG00000165887","WP5407",,"false","ANKRD2",,"ENSG00000165887","ensembl"
"1","ENSG00000073417",,,"1","205","PDE8A","PDE8A","ENSG00000073417;PDE8A","WP4222, WP5408",,"false","PDE8A",,"ENSG00000073417","ensembl"
"1","ENSG00000205883",,,"1","206","DEFB135","DEFB135","DEFB135","WP5346",,"false","DEFB135",,"ENSG00000205883","ensembl"
,"ENSG00000140564",,"1",,"207","FURIN","FURIN","FURIN",,"10.1038/s41586-022-04434-5","false","FURIN","rs4702",,
"1","ENSG00000263155",,,"1","208","MYZAP","MYZAP","ENSG00000263155;MYZAP","WP5407",,"false","MYZAP",,"ENSG00000263155","ensembl"
,"ENSG00000155897",,,"1","209","ADCY8","ADCY8","ADCY8","WP4222",,"false","ADCY8",,"ENSG00000155897","ensembl"
"1","ENSG00000241973",,,"1","137","PI4KA","PI4KA","PI4KA","WP4657",,"false","PI4KA",,"ENSG00000241973","ensembl"
"1","ENSG00000155511",,,"1","147","GRIA1","AMPA, GRIA1","AMPA, GRIA1;ENSG00000155511","WP3584, WP4222, WP4906, WP5398",,"false","AMPA, GRIA1",,"ENSG00000155511","ensembl"
"1","ENSG00000131697",,,"1","210","NPHP4","NPHP4","NPHP4","WP5399",,"false","NPHP4",,"ENSG00000131697","ensembl"
"1","ENSG00000205884",,,"1","211","DEFB136","DEFB136","DEFB136;ENSG00000205884","WP5346",,"false","DEFB136",,"ENSG00000205884","ensembl"
"1","ENSG00000188763",,,"1","212","FZD9","FZD9","ENSG00000188763;FZD9","WP4932",,"false","FZD9",,"ENSG00000188763","ensembl"
"1","ENSG00000166912",,,"1","136","MTMR10","MTMR10","MTMR10","WP4942, WP5407",,"false","MTMR10",,"ENSG00000166912","ensembl"
"1","ENSG00000105989",,,"1","212","WNT2","WNT2","ENSG00000105989;WNT2","WP4932",,"false","WNT2",,"ENSG00000105989","ensembl"
"1","ENSG00000139112",,,"1","137","GABARAPL1","GABARAPL1","GABARAPL1","WP5412",,"false","GABARAPL1",,"ENSG00000139112","ensembl"
"1","ENSG00000198690",,,"1","136","FAN1","FAN1","ENSG00000198690;FAN1","WP4942, WP5407",,"false","FAN1",,"ENSG00000198690","ensembl"
"1","ENSG00000171044",,,"1","213","XKR6","XKR6","XKR6","WP5346",,"false","XKR6",,"ENSG00000171044","ensembl"
"1","ENSG00000170142",,,"1","214","UBE2E1","UBE2E1","ENSG00000170142;UBE2E1","WP4932",,"false","UBE2E1",,"ENSG00000170142","ensembl"
"1","ENSG00000278540",,,"1","152","ACACA","ACACA","ACACA;ENSG00000278540","WP4932",,"false","ACACA",,"ENSG00000278540","ensembl"
"1","ENSG00000177710",,,"1","215","SLC35G5","SLC35G5","SLC35G5","WP5346",,"false","SLC35G5",,"ENSG00000177710","ensembl"
"1","ENSG00000124788",,,"1","216","ATXN1","ATXN1","ATXN1;ENSG00000124788","WP5406",,"false","ATXN1",,"ENSG00000124788","ensembl"
"1","ENSG00000167987",,,"1","191","VPS37C","VPS37C","VPS37C","WP4932",,"false","VPS37C",,"ENSG00000167987","ensembl"
"1","ENSG00000169704",,,"1","147","GP9","CD42, GP9","CD42, GP9","WP4657",,"false","CD42, GP9",,"ENSG00000169704","ensembl"
"1","ENSG00000183597",,,"1","217","TANGO2","TANGO2","TANGO2","WP4657",,"false","TANGO2",,"ENSG00000183597","ensembl"
,"ENSG00000126453",,"1",,"218","BCL2L12","BCL2L12","BCL2L12",,"10.1038/s41586-022-04434-5","false","BCL2L12","rs2304205",,
,"ENSG00000159640",,"1",,"219","ACE","ACE","ACE",,"10.1038/s41586-022-04434-5","false","ACE","rs6504163",,
"1","ENSG00000169398",,,"1","137","PTK2","FAK, FAK (PTK2), PTK2","ENSG00000169398;FAK, FAK (PTK2), PTK2","WP5412",,"false","FAK, FAK (PTK2), PTK2",,"ENSG00000169398","ensembl"
"1","ENSG00000099904",,,"1","220","ZDHHC8","ZDHHC8","ENSG00000099904;ZDHHC8","WP4657",,"false","ZDHHC8",,"ENSG00000099904","ensembl"
,"ENSG00000095464",,,"1","221","PDE6C","PDE6C","PDE6C","WP4222",,"false","PDE6C",,"ENSG00000095464","ensembl"
,"ENSG00000074771",,,"1","178","NOX3","NOX3","NOX3","WP408",,"false","NOX3",,"ENSG00000074771","ensembl"
,"ENSG00000085788",,"1",,"222","DDHD2","DDHD2","DDHD2",,"10.1038/s41586-022-04434-5","false","DDHD2","rs7816998",,
"1","ENSG00000196924",,,"1","147","FLNA","FLNA","FLNA","WP5399",,"false","FLNA",,"ENSG00000196924","ensembl"
"1","ENSG00000100401",,,"1","158","RANGAP1","RANGAP1","RANGAP1","WP4657",,"false","RANGAP1",,"ENSG00000100401","ensembl"
"1","ENSG00000146648",,,"1","137","EGFR","EGFR, ErbB-1","EGFR, ErbB-1;ENSG00000146648","WP4657",,"false","EGFR, ErbB-1",,"ENSG00000146648","ensembl"
,"ENSG00000114790",,,"1","223","ARHGEF26","ARHGEF26","ARHGEF26","WP3584",,"false","ARHGEF26",,"ENSG00000114790","ensembl"
"1","ENSG00000111875",,,"1","138","ASF1A","ASF1A","ASF1A;ENSG00000111875","WP4657",,"false","ASF1A",,"ENSG00000111875","ensembl"
,"ENSG00000187323",,"1",,"137","DCC","DCC","DCC",,"10.1038/s41586-022-04434-5","false","DCC","rs4632195",,
,"ENSG00000110076",,,"1","147","NRXN2","NRXN2","NRXN2","WP4875",,"false","NRXN2",,"9379","ncbigene"
"1","ENSG00000132646",,,"1","142","PCNA","PCNA","ENSG00000132646;PCNA","WP4932",,"false","PCNA",,"ENSG00000132646","ensembl"
"1","ENSG00000169594",,,"1","224","BNC1","BNC1","BNC1","WP5408",,"false","BNC1",,"ENSG00000169594","ensembl"
,"ENSG00000176697",,,"1","137","BDNF","BDNF, mBDNF, proBDNF","BDNF, mBDNF, proBDNF;ENSG00000176697","WP3584",,"false","BDNF, mBDNF, proBDNF",,"ENSG00000176697","ensembl"
"1","ENSG00000215012",,,"1","137","RTL10","RTL10","ENSG00000215012;RTL10","WP4657",,"false","RTL10",,"ENSG00000215012","ensembl"
"1","ENSG00000102081",,,"1","172","FMR1","FMR1","ENSG00000102081;FMR1","WP4875, WP4940",,"false","FMR1",,"ENSG00000102081","ensembl"
"1","ENSG00000101400",,,"1","160","SNTA1","SNTA1","SNTA1","WP5406",,"false","SNTA1",,"ENSG00000101400","ensembl"
"1","ENSG00000141027",,,"1","137","NCOR1","NCOR1","ENSG00000141027;NCOR1","WP3584, WP4657",,"false","NCOR1",,"ENSG00000141027","ensembl"
"1","ENSG00000102882",,"1","1","137","MAPK3","MAPK3","MAPK3","WP4875","10.1038/s41586-022-04434-5","false","MAPK3","rs9925915","5595;ENSG00000102882","ncbigene"
,"ENSG00000061918",,,"1","147","GUCY1B1","GUCY1B1, GUCY1B3","GUCY1B1, GUCY1B3","WP4222",,"false","GUCY1B1, GUCY1B3",,"ENSG00000061918","ensembl"
"1","ENSG00000105464",,,"1","147","GRIN2D","GRIN2D","GRIN2D","WP4222, WP4875, WP5398",,"false","GRIN2D",,"ENSG00000105464","ensembl"
"1","ENSG00000114503",,,"1","158","NCBP2","NCBP2","NCBP2","WP4906",,"false","NCBP2",,"ENSG00000114503","ensembl"
,"ENSG00000103037",,"1",,"137","SETD6","SETD6","SETD6",,"10.1038/s41586-022-04434-5","false","SETD6","rs154433",,
"1","ENSG00000205882",,,"1","206","DEFB134","DEFB134","DEFB134","WP5346",,"false","DEFB134",,"ENSG00000205882","ensembl"
"1","ENSG00000100056",,,"1","225","ESS2","ESS2","ENSG00000100056;ESS2","WP4657",,"false","ESS2",,"ENSG00000100056","ensembl"
,"ENSG00000101412",,,"1","137","E2F1","E2F1","E2F1","WP3584",,"false","E2F1",,"ENSG00000101412","ensembl"
"1","ENSG00000070831",,,"1","137","CDC42","CDC42","CDC42;ENSG00000070831","WP4657, WP5406",,"false","CDC42",,"ENSG00000070831","ensembl"
"1","ENSG00000176371",,,"1","226","ZSCAN2","ZSCAN2","ZSCAN2","WP5408",,"false","ZSCAN2",,"ENSG00000176371","ensembl"
"1","ENSG00000010671",,,"1","137","BTK","BTK","BTK;ENSG00000010671","WP4932",,"false","BTK",,"ENSG00000010671","ensembl"
"1","ENSG00000128185",,,"1","227","DGCR6L","DGCR6L","DGCR6L;ENSG00000128185","WP4657",,"false","DGCR6L",,"ENSG00000128185","ensembl"
"1","ENSG00000180370",,,"1","172","PAK2","PAK2","ENSG00000180370;PAK2","WP4906",,"false","PAK2",,"ENSG00000180370","ensembl"
"1","ENSG00000108055",,,"1","142","SMC3","SMC3","SMC3","WP3584, WP5402",,"false","SMC3",,"ENSG00000108055","ensembl"
"1","ENSG00000101654",,,"1","158","RNMT","RNMT","ENSG00000101654;RNMT","WP5408",,"false","RNMT",,"ENSG00000101654","ensembl"
,"ENSG00000185619",,"1",,"137","PCGF3","PCGF3","PCGF3",,"10.1038/s41586-022-04434-5","false","PCGF3","rs35734242",,
"1","ENSG00000213066",,,"1","228","CEP43","FGFR1OP","ENSG00000213066;FGFR1OP","WP4906",,"false","FGFR1OP",,"ENSG00000213066","ensembl"
"1","ENSG00000152822",,"1","1","147","GRM1","GRM1","GRM1","WP4875, WP5408","10.1038/s41586-022-04434-5","false","GRM1","rs2206956","ENSG00000152822","ensembl"
,"ENSG00000172260",,"1",,"229","NEGR1","NEGR1","NEGR1",,"10.1038/s41586-022-04434-5","false","NEGR1","rs1121296",,
"1","ENSG00000159251",,,"1","230","ACTC1","ACTC1","ACTC1;ENSG00000159251","WP4657",,"false","ACTC1",,"ENSG00000159251","ensembl"
"1","ENSG00000184436",,,"1","231","THAP7","THAP7","ENSG00000184436;THAP7","WP4657",,"false","THAP7",,"ENSG00000184436","ensembl"
"1","ENSG00000112130",,,"1","158","RNF8","RNF8","RNF8","WP4906",,"false","RNF8",,"ENSG00000112130","ensembl"
"1","ENSG00000143368",,,"1","158","SF3B4","SF3B4","ENSG00000143368;SF3B4","WP5402",,"false","SF3B4",,"ENSG00000143368","ensembl"
,"ENSG00000140443",,,"1","137","IGF1R","IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","ENSG00000140443;IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor","WP3584",,"false","IGF-1, IGF1R, IGF1rec, Insulin-like growth factor 1 receptor",,"ENSG00000140443","ensembl"
"1","ENSG00000034053",,,"1","153","APBA2","APBA2","APBA2;ENSG00000034053","WP5407",,"false","APBA2",,"ENSG00000034053","ensembl"
"1","ENSG00000132155",,,"1","137","RAF1","CRAF, RAF, RAF1, Raf, Ras","CRAF, RAF, RAF1, Raf, Ras;ENSG00000132155","WP4657, WP5346, WP5408",,"false","CRAF, RAF, RAF1, Raf, Ras",,"ENSG00000132155","ensembl"
"1","ENSG00000103494",,,"1","210","RPGRIP1L","RPGRIP1L","RPGRIP1L","WP5399",,"false","RPGRIP1L",,"ENSG00000103494","ensembl"
"1","ENSG00000090539",,,"1","171","CHRD","CHRD","CHRD;ENSG00000090539","WP4657",,"false","CHRD",,"ENSG00000090539","ensembl"
,"ENSG00000183117",,"1",,"232","CSMD1","CSMD1","CSMD1",,"10.1038/s41586-022-04434-5","false","CSMD1","8:4180090_T_A",,
