Ensembl	KEid	KE_title	AOid	AO_title	AOPid	AOP_title
ENSG00000126522	https://identifiers.org/aop.events/1908; https://identifiers.org/aop.events/1907; https://identifiers.org/aop.events/1909; https://identifiers.org/aop.events/1906	Cilia Beat Frequency, Decreased; Airway Surface Liquid Height, Decreased ; Mucociliary Clearance, Decreased; Cystic Fibrosis Transmembrane Regulator Function, Decreased	https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1250	Decrease, Lung function; Decrease, Lung function; Decrease, Lung function; Decrease, Lung function	https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/424; https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/424	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1; Oxidative stress Leading to Decreased Lung Function ; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1; Oxidative stress Leading to Decreased Lung Function ; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction
ENSG00000126549	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896	Encephalitis; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; impaired, Learning and memory	https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000126561	https://identifiers.org/aop.events/1716; https://identifiers.org/aop.events/1718	Blockade of STAT5 phosphorylation; Suppression of IL-4 production	https://identifiers.org/aop.events/1719; https://identifiers.org/aop.events/1719	Impairment of T-cell dependent antibody response; Impairment of T-cell dependent antibody response	https://identifiers.org/aop/315; https://identifiers.org/aop/315	Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response; Inhibition of JAK3 leading to impairment of T-Cell Dependent Antibody Response
ENSG00000126746	https://identifiers.org/aop.events/2192	Influenza A Virus production increased	https://identifiers.org/aop.events/2194	Influenza A Virus (IAV) shedding and transmission	https://identifiers.org/aop/506	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation
ENSG00000126778	https://identifiers.org/aop.events/1904	six1b expression, increased	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/410	GSK3beta inactivation leading to increased mortality via defects in developing inner ear
ENSG00000127318	https://identifiers.org/aop.events/1708; https://identifiers.org/aop.events/1496; https://identifiers.org/aop.events/1709	Th17 cell migration and inflammation induction; Increased, secretion of proinflammatory mediators; Psoriatic skin disease	https://identifiers.org/aop.events/1709; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1090; https://identifiers.org/aop.events/1276; https://identifiers.org/aop.events/1443; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1670; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/313; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1709	Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Psoriatic skin disease; Atherosclerosis; Hyperinflammation; Increase, Allergic Respiratory Hypersensitivity Response; Increased Mortality; Increased, mesotheliomas; Lung cancer; Lung fibrosis; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Pulmonary fibrosis; Psoriatic skin disease	https://identifiers.org/aop/313; https://identifiers.org/aop/377; https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468; https://identifiers.org/aop/313	Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease; Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis; Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to lung fibrosis; Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response; Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Frustrated phagocytosis leads to malignant mesothelioma; Interaction with lung resident cell membrane components leads to lung cancer; Substance interaction with lung resident cell membrane components leading to atherosclerosis; Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis; Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000127666	https://identifiers.org/aop.events/1848; https://identifiers.org/aop.events/1700; https://identifiers.org/aop.events/2180	Toll Like Receptor (TLR) Dysregulation; Impaired IL-1R1 signaling in T cell; Immune mechanisms antagonized by viral proteins	https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/2194	Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Impairment, T-cell dependent antibody response; Influenza A Virus (IAV) shedding and transmission	https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/277; https://identifiers.org/aop/506	Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response; Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation
ENSG00000127743	https://identifiers.org/aop.events/1822	Maturation of TNF/iNOS-Producing Dendritic Cells	https://identifiers.org/aop.events/1709	Psoriatic skin disease	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000128045	https://identifiers.org/aop.events/1886	Overexpression of rasl11b	https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/360	Decrease, Population growth rate; Increased Mortality	https://identifiers.org/aop/399	Inhibition of Fyna leading to increased mortality via decreased eye size (Microphthalmos)
ENSG00000128052	https://identifiers.org/aop.events/305; https://identifiers.org/aop.events/28	Inhibition, VegfR2; Reduction, Angiogenesis	https://identifiers.org/aop.events/1001; https://identifiers.org/aop.events/1001	Increased, Developmental Defects; Increased, Developmental Defects	https://identifiers.org/aop/43; https://identifiers.org/aop/43	Disruption of VEGFR Signaling Leading to Developmental Defects; Disruption of VEGFR Signaling Leading to Developmental Defects
ENSG00000128567	https://identifiers.org/aop.events/2044; https://identifiers.org/aop.events/2027	Decrease, Smoothend relocation and activation ; Antagonism, Smoothened receptor	https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042	Orofacial clefting; Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting
ENSG00000128602	https://identifiers.org/aop.events/2044; https://identifiers.org/aop.events/2028; https://identifiers.org/aop.events/2027; https://identifiers.org/aop.events/2040	Decrease, Smoothend relocation and activation ; Decrease, GLI1/2 translocation to nucleus ; Antagonism, Smoothened receptor; Decrease, GLI1/2 target gene expression	https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042; https://identifiers.org/aop.events/2042	Orofacial clefting; Orofacial clefting; Orofacial clefting; Orofacial clefting	https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/502; https://identifiers.org/aop/460; https://identifiers.org/aop/460; https://identifiers.org/aop/491; https://identifiers.org/aop/502	Antagonism of Smoothened receptor leading to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, cholesterol synthesis leads to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Antagonism of Smoothened receptor leading to orofacial clefting; Decrease, GLI1/2 target gene expression leads to orofacial clefting ; Decrease, cholesterol synthesis leads to orofacial clefting
ENSG00000128604	https://identifiers.org/aop.events/202	Inhibition, Nuclear factor kappa B (NF-kB)	https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/323; https://identifiers.org/aop.events/759; https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response; Increased, Disease susceptibility; Increased, Kidney Failure; Liver Injury; Necrotic Tissue	https://identifiers.org/aop/14; https://identifiers.org/aop/277; https://identifiers.org/aop/278; https://identifiers.org/aop/447	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility; IKK complex inhibition leading to liver injury; Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response; Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways
ENSG00000128918	https://identifiers.org/aop.events/1880	Inhibition of ALDH1A (RALDH)	https://identifiers.org/aop.events/1970; https://identifiers.org/aop.events/406	impaired, Fertility; transposition of the great arteries	https://identifiers.org/aop/398; https://identifiers.org/aop/436	Inhibition of ALDH1A (RALDH) leading to impaired fertility via disrupted meiotic initiation of fetal oogonia of the ovary; Inhibition of RALDH2 causes reduced all-trans retinoic acid levels, leading to transposition of the great arteries
ENSG00000129355	https://identifiers.org/aop.events/1707	Increase, IL-23 from matured dendritic cells	https://identifiers.org/aop.events/1709	Psoriatic skin disease	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000129465	https://identifiers.org/aop.events/1393	Hepatocytotoxicity	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
ENSG00000129625	https://identifiers.org/aop.events/1981	Decreased SIRT1 expression	https://identifiers.org/aop.events/1982	metastatic breast cancer	https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000129654	https://identifiers.org/aop.events/1908; https://identifiers.org/aop.events/1911	Cilia Beat Frequency, Decreased; FOXJ1 Protein, Decreased	https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1250	Decrease, Lung function; Decrease, Lung function	https://identifiers.org/aop/411; https://identifiers.org/aop/424; https://identifiers.org/aop/425; https://identifiers.org/aop/425	Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1; Oxidative stress Leading to Decreased Lung Function ; Oxidative stress Leading to Decreased Lung Function via CFTR dysfunction; Oxidative Stress Leading to Decreased Lung Function via Decreased FOXJ1
ENSG00000129824	https://identifiers.org/aop.events/593	Inhibition, Ether-a-go-go (ERG) voltage-gated potassium channel 	https://identifiers.org/aop.events/592	Reduced, survival	https://identifiers.org/aop/95	Ether-a-go-go (ERG) voltage-gated potassium channel inhibition leading to reduced survival
ENSG00000130234	https://identifiers.org/aop.events/1867; https://identifiers.org/aop.events/1739; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1866; https://identifiers.org/aop.events/1738; https://identifiers.org/aop.events/1854	Bradykinin system, hyperactivated; Binding to ACE2; Viral infection and host-to-host transmission, proliferated; Fibrinolysis, decreased; SARS-CoV-2 cell entry ; Dysregulation, ACE2 expression and activity	https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1535; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1850; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1875; https://identifiers.org/aop.events/1934; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1846; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1873; https://identifiers.org/aop.events/1875; https://identifiers.org/aop.events/1934; https://identifiers.org/aop.events/1939; https://identifiers.org/aop.events/1967; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1276	Hyperinflammation; Cerebrovascular disease (stroke); Encephalitis; Heart failure ; Hyperinflammation; Increased Mortality; Myocardial Infarction; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; dysgeusia; impaired olfactory function (anosmia); Viral infection and host-to-host transmission, proliferated; Hyperinflammation; Cerebrovascular disease (stroke); Hyperinflammation; Increased Mortality; Myocardial Infarction; Pyroptosis; Thrombosis and Disseminated Intravascular Coagulation; Viral infection and host-to-host transmission, proliferated; impaired olfactory function (anosmia); Lung fibrosis	https://identifiers.org/aop/392; https://identifiers.org/aop/320; https://identifiers.org/aop/374; https://identifiers.org/aop/379; https://identifiers.org/aop/381; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/427; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/430; https://identifiers.org/aop/392; https://identifiers.org/aop/320; https://identifiers.org/aop/379; https://identifiers.org/aop/394; https://identifiers.org/aop/395; https://identifiers.org/aop/406; https://identifiers.org/aop/407; https://identifiers.org/aop/426; https://identifiers.org/aop/430; https://identifiers.org/aop/468; https://identifiers.org/aop/319	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; ACE2 downregulation following SARS-CoV-2 infection triggers dysregulation of RAAS and can lead to heart failure.; Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke); Binding of viral S-glycoprotein to ACE2 receptor leading to dysgeusia; Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia); SARS-CoV-2 spike protein binding to ACE2 receptors expressed on pericytes leads to endothelial cell dysfunction, microvascular injury and myocardial infarction.; Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 leads to viral infection proliferation; Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke); Binding to ACE2 leading to thrombosis and disseminated intravascular coagulation; SARS-CoV-2 infection leading to hyperinflammation; SARS-CoV-2 infection leading to pyroptosis; SARS-CoV-2 infection of olfactory epithelium leading to impaired olfactory function (short-term anosmia); SARS-CoV-2 spike protein binding to ACE2 receptors expressed on pericytes leads to endothelial cell dysfunction, microvascular injury and myocardial infarction.; Binding to ACE2 leading to lung fibrosis
ENSG00000130348	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop.events/1192; https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1194; https://identifiers.org/aop.events/185	Increase, DNA damage; Increase, Mutations; Increased, Ductal Hyperplasia ; N/A, Breast Cancer	https://identifiers.org/aop/200; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer ; Estrogen receptor activation leading to breast cancer  ; Increased DNA damage leading to increased risk of breast cancer; Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
ENSG00000130427	https://identifiers.org/aop.events/945	reduced dimerization, ARNT/HIF1-alpha	https://identifiers.org/aop.events/1893; https://identifiers.org/aop.events/947	Increase, Early Life Stage Mortality; increase, Preeclampsia	https://identifiers.org/aop/150; https://identifiers.org/aop/151	AhR activation leading to preeclampsia; Aryl hydrocarbon receptor activation leading to early life stage mortality, via reduced VEGF
ENSG00000130522	https://identifiers.org/aop.events/202; https://identifiers.org/aop.events/1202; https://identifiers.org/aop.events/1394; https://identifiers.org/aop.events/981; https://identifiers.org/aop.events/1496; https://identifiers.org/aop.events/209	Inhibition, Nuclear factor kappa B (NF-kB); Suppression, IL-2 and IL-4 production; Induction, persistent proliferation/sustained proliferation; Reduction, NFAT/AP-1 complex formation; Increased, secretion of proinflammatory mediators; Peptide Oxidation	https://identifiers.org/aop.events/1548; https://identifiers.org/aop.events/1549; https://identifiers.org/aop.events/323; https://identifiers.org/aop.events/759; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/1395; https://identifiers.org/aop.events/984; https://identifiers.org/aop.events/1090; https://identifiers.org/aop.events/1276; https://identifiers.org/aop.events/1443; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1670; https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/313; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1277; https://identifiers.org/aop.events/357; https://identifiers.org/aop.events/719; https://identifiers.org/aop.events/952	Impairment, T-cell dependent antibody response; Increased, Disease susceptibility; Increased, Kidney Failure; Liver Injury; Necrotic Tissue; Impairment, T-cell dependent antibody response; Liver Cancer; Impairment, T-cell dependent antibody response; Atherosclerosis; Hyperinflammation; Increase, Allergic Respiratory Hypersensitivity Response; Increased Mortality; Increased, mesotheliomas; Lung cancer; Lung fibrosis; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Pulmonary fibrosis; Cholestasis, Pathology; Hypertension; Increase, hepatocellular adenomas and carcinomas; Reproductive failure	https://identifiers.org/aop/14; https://identifiers.org/aop/277; https://identifiers.org/aop/278; https://identifiers.org/aop/447; https://identifiers.org/aop/154; https://identifiers.org/aop/220; https://identifiers.org/aop/154; https://identifiers.org/aop/173; https://identifiers.org/aop/237; https://identifiers.org/aop/319; https://identifiers.org/aop/320; https://identifiers.org/aop/377; https://identifiers.org/aop/382; https://identifiers.org/aop/39; https://identifiers.org/aop/392; https://identifiers.org/aop/409; https://identifiers.org/aop/451; https://identifiers.org/aop/468; https://identifiers.org/aop/108; https://identifiers.org/aop/149; https://identifiers.org/aop/210; https://identifiers.org/aop/27	Glucocorticoid Receptor Activation Leading to Increased Disease Susceptibility; IKK complex inhibition leading to liver injury; Impaired IL-1R1 signaling leading to Impaired T-Cell Dependent Antibody Response; Kidney failure induced by inhibition of mitochondrial electron transfer chain through apoptosis, inflammation and oxidative stress pathways; Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response; Cyp2E1 Activation Leading to Liver Cancer; Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response; Angiotensin II type 1 receptor (AT1R) agonism leading to lung fibrosis; Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Binding of SARS-CoV-2 to ACE2 receptor leading to acute respiratory distress associated mortality; Binding to ACE2 leading to lung fibrosis; Covalent Binding, Protein, leading to Increase, Allergic Respiratory Hypersensitivity Response; Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); Frustrated phagocytosis leads to malignant mesothelioma; Interaction with lung resident cell membrane components leads to lung cancer; Substance interaction with lung resident cell membrane components leading to atherosclerosis; Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis; Activation of c-Jun N-terminal kinase (JNK) and Forkhead box O (FOXO) and reduction of WNT pathways leading to reproductive failure: Integrated multi-OMICS approach for AOP building; Cholestatic Liver Injury induced by Inhibition of the Bile Salt Export Pump (ABCB11); Inhibition of pyruvate dehydrogenase kinase leading to hepatocellular adenomas and carcinomas (in mouse and rat); Peptide Oxidation Leading to Hypertension
ENSG00000130561	https://identifiers.org/aop.events/2027	Antagonism, Smoothened receptor	https://identifiers.org/aop.events/2042	Orofacial clefting	https://identifiers.org/aop/460	Antagonism of Smoothened receptor leading to orofacial clefting
ENSG00000130649	https://identifiers.org/aop.events/1508; https://identifiers.org/aop.events/1391	CYP2E1 Activation; Activation of Cyp2E1	https://identifiers.org/aop.events/1514; https://identifiers.org/aop.events/1395; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/351	Neurodegeneration; Increased Mortality; Liver Cancer; Sensory axonal peripheral neuropathy	https://identifiers.org/aop/260; https://identifiers.org/aop/220; https://identifiers.org/aop/450	CYP2E1 activation and formation of protein adducts leading to neurodegeneration; Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Cyp2E1 Activation Leading to Liver Cancer
ENSG00000130770	https://identifiers.org/aop.events/958	Displacement, Serum thyroxine (T4) from transthyretin	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000131050	https://identifiers.org/aop.events/682	Generation, Amplified excitatory postsynaptic potential (EPSP)	https://identifiers.org/aop.events/613	Occurrence, Epileptic seizure	https://identifiers.org/aop/10	Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures in adult brain
ENSG00000131095	https://identifiers.org/aop.events/188; https://identifiers.org/aop.events/1492	Neuroinflammation; Tissue resident cell activation	https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/2122; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/352; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1192; https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1194; https://identifiers.org/aop.events/185; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/344	Encephalitis; Impairment, Learning and memory; Increase, Mortality; Increase, seizure; Increased, epilepsy; Inhibition, Feeding; Memory Loss; N/A, Neurodegeneration; Parkinsonian motor deficits; decreased, Intellectual Quotient; impaired, Learning and memory; increased, Economic Burden; Impairment, Learning and memory; Increase, DNA damage; Increase, Mutations; Increased, Ductal Hyperplasia ; N/A, Breast Cancer; N/A, Liver fibrosis	https://identifiers.org/aop/12; https://identifiers.org/aop/17; https://identifiers.org/aop/3; https://identifiers.org/aop/374; https://identifiers.org/aop/429; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/490; https://identifiers.org/aop/17; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/38; https://identifiers.org/aop/483	A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on brain cells (neuronal and non-neuronal) leads to neuroinflammation resulting in encephalitis; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Deposition of Energy Leading to Learning and Memory Impairment; Increased DNA damage leading to increased risk of breast cancer; Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer; Protein Alkylation leading to Liver Fibrosis
ENSG00000131187	https://identifiers.org/aop.events/1867; https://identifiers.org/aop.events/1866	Bradykinin system, hyperactivated; Fibrinolysis, decreased	https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1868	Hyperinflammation; Hyperinflammation	https://identifiers.org/aop/392; https://identifiers.org/aop/392	Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation
ENSG00000131323	https://identifiers.org/aop.events/1706	Stimulation, TLR7/8	https://identifiers.org/aop.events/1709	Psoriatic skin disease	https://identifiers.org/aop/313	Stimulation of TLR7/8 in dendric cells leading to Psoriatic skin disease
ENSG00000131408	https://identifiers.org/aop.events/155; https://identifiers.org/aop.events/167; https://identifiers.org/aop.events/493	Inadequate DNA repair; Activation, LXR; Increased, Insufficient repair or mis-repair of pro-mutagenic DNA adducts	https://identifiers.org/aop.events/1556; https://identifiers.org/aop.events/1636; https://identifiers.org/aop.events/1757; https://identifiers.org/aop.events/185; https://identifiers.org/aop.events/1955; https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/2083; https://identifiers.org/aop.events/336; https://identifiers.org/aop.events/885; https://identifiers.org/aop.events/345; https://identifiers.org/aop.events/459; https://identifiers.org/aop.events/378	Acute Myeloid Leukemia; Increase, Cancer; Increase, Chromosomal aberrations; Increase, Heritable mutations in offspring; Increase, Mutations; Increase, lung cancer; Occurrence of Cataracts; Reduce, Sperm count; metastatic breast cancer; Increased, Liver Steatosis; N/A, Liver Steatosis; Tumorigenesis, Hepatocellular carcinoma	https://identifiers.org/aop/139; https://identifiers.org/aop/141; https://identifiers.org/aop/15; https://identifiers.org/aop/272; https://identifiers.org/aop/296; https://identifiers.org/aop/322; https://identifiers.org/aop/397; https://identifiers.org/aop/432; https://identifiers.org/aop/443; https://identifiers.org/aop/478; https://identifiers.org/aop/34; https://identifiers.org/aop/518; https://identifiers.org/aop/58; https://identifiers.org/aop/46	DNA damage and mutations leading to Metastatic Breast Cancer; Alkylation of DNA in male pre-meiotic germ cells leading to heritable mutations; Alkylation of DNA leading to cancer 1; Alkylation of DNA leading to cancer 2; Alkylation of DNA leading to reduced sperm count; Bulky DNA adducts leading to mutations; Deposition of Energy by Ionizing Radiation leading to Acute Myeloid Leukemia; Deposition of energy leading to lung cancer; Deposition of energy leading to occurrence of cataracts; Oxidative DNA damage leading to chromosomal aberrations and mutations; LXR activation leading to hepatic steatosis; Liver X Receptor (LXR) activation leads to liver steatosis; NR1I3 (CAR) suppression leading to hepatic steatosis; AFB1: Mutagenic Mode-of-Action leading to Hepatocellular Carcinoma (HCC)
ENSG00000131747	https://identifiers.org/aop.events/1252	Binding to (interferes with) topoisomerase II enzyme	https://identifiers.org/aop.events/1254	Infant leukaemia	https://identifiers.org/aop/202	Inhibitor binding to topoisomerase II leading to infant leukaemia
